TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2043948	AT2G43820	AT2G43820.1	protein_coding	Encodes a nicotinate-O-glycosyltransferase. Induced by Salicylic acid, virus, fungus and bacteria. Also involved in the tryptophan synthesis pathway. Independent of NPR1 for their induction by salicylic acid. UGT74F1 transfers UDP:glucose to salicylic acid (forming a glucoside (SAG) and a glucose ester (SGE)), benzoic acid, and anthranilate in vitro. UGT74F2 shows a weak ability to catalyze the formation of the p-aminobenzoate-glucose ester in vitro. But, UGT75B1 appears to be the dominant pABA acylglucosyltransferase in vivo based on assays in leaves, flowers, and siliques.	ARABIDOPSIS THALIANA SALICYLIC ACID GLUCOSYLTRANSFERASE 1; ATSAGT1; GT; SAGT1; SALICYLIC ACID GLUCOSYLTRANSFERASE 1; SGT1; UDP-GLUCOSE:SALICYLIC ACID GLUCOSYLTRANSFERASE 1; UDP-GLUCOSYLTRANSFERASE 74F2; UGT74F2	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, UDP-glucose:4-aminobenzoate acylglucosyltransferase activity, UDP-glucosyltransferase activity, benzoate metabolic process, benzoic acid glucosyltransferase activity, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytosol, flowering stage, glycosyltransferase activity, guard cell, nicotinate-O-glucosyltransferase activity, para-aminobenzoic acid metabolic process, petal, petal differentiation and expansion stage, positive regulation of seed germination, quercetin 3-O-glucosyltransferase activity, quercetin 7-O-glucosyltransferase activity, root, rosette leaf, salicylic acid glucosyltransferase (ester-forming) activity, salicylic acid glucosyltransferase (glucoside-forming) activity, salicylic acid metabolic process, sepal, shoot system, stamen, stem, vascular leaf	true
Gene:6532558469	AT1G10920	AT1G10920.4	protein_coding	Encodes LOV1, a disease susceptibility gene that, paradoxically, is a member of the NBS-LRR resistance gene family.  Conditions susceptibility to the fungus Cochliobolus victoriae and victorin-dependent induction of defense-associated proteins. Saturation mutagenesis identified 59 lov mutations that all display reduced susceptibility to vitorin. Mutations in known defense response pathways do not prevent susceptibility to C. victoriae.		 ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, collective leaf structure, cotyledon, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plasma membrane, response to molecule of fungal origin, seed, sepal, stamen, stem, vascular leaf	false
Gene:6532558472	AT1G10920	AT1G10920.3	protein_coding	Encodes LOV1, a disease susceptibility gene that, paradoxically, is a member of the NBS-LRR resistance gene family.  Conditions susceptibility to the fungus Cochliobolus victoriae and victorin-dependent induction of defense-associated proteins. Saturation mutagenesis identified 59 lov mutations that all display reduced susceptibility to vitorin. Mutations in known defense response pathways do not prevent susceptibility to C. victoriae.		 nucleus, ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, collective leaf structure, cotyledon, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plasma membrane, response to molecule of fungal origin, seed, sepal, stamen, stem, vascular leaf	false
Gene:2083523	AT3G09260	AT3G09260.1	protein_coding	Encodes beta-glucosidase.The major constituent of ER bodies. One of the most abundant proteins in Arabidopsis seedlings. Exist in an soluble (inactive) and non-soluble (active) form, most probably formed in a polymerization process. Involved in the mutualistic interaction between Arabidopsis and the endophytic fungus Piriformospora indica.	BGLU23; LEB; LONG ER BODY; PSR3.1; PYK10	 chloroplast, nucleus, peroxisome, plasmodesma, vacuole, copper ion binding, seed, root, vascular leaf, seedling development stage, ER body, ER body organization, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, beta-glucosidase activity, carbohydrate metabolic process, cellular response to cold, chloroplast, collective leaf structure, copper ion binding, cotyledon, cytosol, endoplasmic reticulum, flower, flower pedicel, flowering stage, fucosidase activity, glucosinolate catabolic process, glucosinolate metabolic process, guard cell, hypocotyl, indole glucosinolate catabolic process, indole glucosinolate metabolic process, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of defense response, nucleus, peroxisome, petal differentiation and expansion stage, petiole, plant embryo cotyledonary stage, plasmodesma, pollen, protease binding, protein binding, protein homodimerization activity, response to osmotic stress, response to salt stress, response to symbiotic fungus, root, rosette leaf, scopolin beta-glucosidase activity, seed, seedling development stage, sepal, shoot apex, shoot system, thioglucosidase activity, vacuole, vascular leaf	true
Gene:1009023005	DMR2	DMR2	unknown	Susceptible to downy mildew fungus Hyaloperonospora parasitica	DMR2; DOWNY MILDEW RESISTANT 2	 cellular component unknown, molecular function unknown, response to bacterium, response to fungus	false
Gene:3699983	AT3G09940	AT3G09940.1	protein_coding	Encodes a member of the monodehydroascorbate reductase gene family. Critical for a mutualistic symbiosis between the host Arabidopsis and the root colonizing fungus Piriformospora indica.	ATMDAR3; MDAR3; MONODEHYDROASCORBATE REDUCTASE 3	 cytoplasm, root, seedling development stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, flavin adenine dinucleotide binding, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, monodehydroascorbate reductase (NADH) activity, oxidoreductase activity, petal differentiation and expansion stage, pollen, regulation of biological process involved in symbiotic interaction, response to jasmonic acid, response to symbiotic fungus, response to water deprivation, root, rosette leaf, seedling development stage, sepal, stamen, stem, vascular leaf	true
Gene:1009021012	QRP3	QRP3	unknown	QTL involved in resistance to the necrotrophic fungus Plectosphaerella cucumerina.No sequence reported as of 7/2020.	QRP3; QUANTITATIVE RESISTANCE TO PLECTOSPHAERELLA 3	 cellular component unknown, molecular function unknown, response to fungus, cellular component unknown, molecular function unknown, response to fungus	false
Gene:2057731	AT2G26330	AT2G26330.1	protein_coding	Homologous to receptor protein kinases. Involved in specification of organs originating from the shoot apical meristem. Contains a cytoplasmic protein kinase catalytic domain, a transmembrane region, and an extracellular leucine-rich repeat.  ER has been identified as a quantitative trait locus for transpiration efficiency by influencing epidermal and mesophyll development, stomatal density and porosity of leaves. It has been implicated in resistance to the bacterium Ralstonia solanacearum and to the necrotrophic fungus Plectosphaerella cucumerina.  Together with ERL1 and ERL2, ER governs the initial decision of protodermal cells to either divide proliferatively to produce pavement cells or divide asymmetrically to generate stomatal complexes. ER binds to the peptides STOMAGEN and EPF2 which compete for the same binding site. The ER-EFP2 complex activates MAPK signaling that inhibits stomatal development. ER-STOMAGEN does not activate MAPK signaling. Plants harboring loss of function alleles of er are more susceptible to heat stress than wild type.  In Arabidopsis and other organisms, overexpression of ER confers thermotolerance via as yet undefined mechanisms.	ER; ERECTA; QRP1; QUANTITATIVE RESISTANCE TO PLECTOSPHAERELLA 1	 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellular heat acclimation, collective leaf structure, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, inflorescence morphogenesis, leaf apex, leaf lamina base, leaf morphogenesis, mature plant embryo stage, mitochondrion, peptide binding, petal, petal differentiation and expansion stage, petiole, phloem or xylem histogenesis, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type cell wall organization, plasma membrane, polarity specification of adaxial/abaxial axis, pollen, protein binding, protein phosphorylation, protein serine kinase activity, receptor serine/threonine kinase binding, regulation of cell adhesion, regulation of cell division, regulation of cell growth, regulation of plant organ morphogenesis, seed, sepal, shoot apex, shoot apical meristem, shoot system, signaling receptor binding, stamen, stem, stomatal complex morphogenesis, transmembrane receptor protein kinase activity, transpiration, vascular leaf, vascular leaf primordium, vascular leaf senescent stage	true
Gene:1009023006	DMR3	DMR3	unknown	Susceptible to downy mildew fungus Hyaloperonospora parasitica.Mutants showed resistance to fungal, bacterial pathogen with enhanced defense gene expression.	DMR3; DOWNY MILDEW RESISTANT 3	 cellular component unknown, molecular function unknown, response to bacterium, response to fungus, cellular component unknown, molecular function unknown, response to bacterium, response to fungus	false
Gene:6530296459	AT1G61850	AT1G61850.2	protein_coding	Encodes a non-specific lipase that hydrolyzes phospholipids as well as galactolipids, at both sn-1 and sn-2 positions. Involved in basal jasmonic acid biosynthesis by releasing the precursor fatty acid from membrane lipids. Mutant plants were impacted in resistance to fungus B. cinerea.	PLAI	 Golgi apparatus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, endoplasmic reticulum, flower, flower pedicel, flowering stage, galactolipase activity, guard cell, hypocotyl, inflorescence meristem, jasmonic acid biosynthetic process, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phospholipase activity, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2029676	AT1G37130	AT1G37130.1	protein_coding	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940. The mRNA is cell-to-cell mobile.	ARABIDOPSIS NITRATE REDUCTASE 2; ATNR2; B29; CHL3; CHLORATE RESISTANT 3; NIA2; NIA2-1; NITRATE REDUCTASE; NITRATE REDUCTASE 2; NR; NR2	 mitochondrion, vacuole, cultured plant cell, FAD binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, guard cell, heme binding, hypocotyl, identical protein binding, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, mitochondrion, molybdenum ion binding, molybdopterin cofactor binding, nitrate assimilation, nitrate reductase (NADH) activity, nitrate reductase (NADPH) activity, nitrate reductase activity, nitric oxide biosynthetic process, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein binding, response to light stimulus, response to symbiotic fungus, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532558470	AT1G10920	AT1G10920.5	protein_coding	Encodes LOV1, a disease susceptibility gene that, paradoxically, is a member of the NBS-LRR resistance gene family.  Conditions susceptibility to the fungus Cochliobolus victoriae and victorin-dependent induction of defense-associated proteins. Saturation mutagenesis identified 59 lov mutations that all display reduced susceptibility to vitorin. Mutations in known defense response pathways do not prevent susceptibility to C. victoriae.		 nucleus, ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, collective leaf structure, cotyledon, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plasma membrane, response to molecule of fungal origin, seed, sepal, stamen, stem, vascular leaf	false
Gene:3688014	AT1G19570	AT1G19570.1	protein_coding	Encodes a member of the dehydroascorbate reductase gene family. Critical for a mutualistic symbiosis between the host Arabidopsis and the root colonizing fungus Piriformospora indica.Encodes about 50-60% of extractable leaf GSH-dependent DHAR activity, but single knockout mutants show unaltered ascorbate and glutathione status in optimal and oxidative stress conditions (PMID:28381499). Acts redundantly with DHAR2 to oxidize glutathione in response to increased intracelullar hydrogen peroxide (catalase deficiency) .   Complementation of a cat2 dhar1 dhar2 dhar3 quadruple mutant with DHAR1 fully restores cat2 phenotype and pathogenesis-related responses	  (PMID:28381499).	ATDHAR1; DEHYDROASCORBATE REDUCTASE; DEHYDROASCORBATE REDUCTASE 5; DHAR1; DHAR5	 chloroplast, chloroplast stroma, plasma membrane, vacuole, copper ion binding, apoplast, fruit, seed, root, vascular leaf, cultured plant cell, seedling development stage, acquisition of seed longevity, apoplast, cellular response to hydrogen peroxide, chloroplast, chloroplast stroma, copper ion binding, cultured plant cell, cytosol, fruit, glutathione dehydrogenase (ascorbate) activity, glutathione metabolic process, glutathione transferase activity, guard cell, mitochondrion, nucleus, peroxisome, phloem, plasma membrane, positive regulation of salicylic acid mediated signaling pathway, protein glutathionylation, regulation of biological process involved in symbiotic interaction, response to jasmonic acid, response to ozone, response to symbiotic fungus, response to zinc ion, root, rosette leaf, seed, seedling development stage, vacuole, vascular leaf	true
Gene:2025514	AT1G08720	AT1G08720.1	protein_coding	enhanced disease resistance 1 (EDR1) confers resistance to powdery mildew disease caused by the fungus Erysiphe cichoracearum The mRNA is cell-to-cell mobile.	ATEDR1; EDR1; ENHANCED DISEASE RESISTANCE 1	 cytoplasm, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, MAPK cascade, NOT nucleolus, NOT response to ethylene, carpel, cauline leaf, cell death, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, defense response to oomycetes, early endosome, endoplasmic reticulum, endosome, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of abscisic acid-activated signaling pathway, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein autophosphorylation, protein binding, protein kinase activity, protein phosphorylation, protein serine kinase activity, protein serine/threonine/tyrosine kinase activity, regulation of defense response to bacterium, regulation of defense response to fungus, regulation of salicylic acid mediated signaling pathway, response to bacterium, response to ethylene, response to fungus, response to water deprivation, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, trans-Golgi network, trans-Golgi network transport vesicle membrane, vascular leaf, vascular leaf senescent stage	true
Gene:4515100534	AT1G10920	AT1G10920.2	protein_coding	Encodes LOV1, a disease susceptibility gene that, paradoxically, is a member of the NBS-LRR resistance gene family.  Conditions susceptibility to the fungus Cochliobolus victoriae and victorin-dependent induction of defense-associated proteins. Saturation mutagenesis identified 59 lov mutations that all display reduced susceptibility to vitorin. Mutations in known defense response pathways do not prevent susceptibility to C. victoriae.	LOCUS ORCHESTRATING VICTORIN EFFECTS1; LOV1	 ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, collective leaf structure, cotyledon, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plasma membrane, response to molecule of fungal origin, seed, sepal, stamen, stem, vascular leaf	false
Gene:2031879	AT1G13230	AT1G13230.1	protein_coding	Encodes a leucine-rich repeat protein pii-2.  Located in the endoplasmic reticulum/plasma membrane continuum in Arabidopsis roots.  Required for growth promotion and enhanced seed production mediated by the endophytic fungus Piriformospora indica in Arabidopsis.		 biological process involved in symbiotic interaction, collective leaf structure, flower, flower pedicel, flowering stage, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant ovule, plasma membrane, response to symbiotic fungus, seed, sepal, shoot apex, signal transduction	true
Gene:2036807	AT1G61850	AT1G61850.1	protein_coding	Encodes a non-specific lipase that hydrolyzes phospholipids as well as galactolipids, at both sn-1 and sn-2 positions. Involved in basal jasmonic acid biosynthesis by releasing the precursor fatty acid from membrane lipids. Mutant plants were impacted in resistance to fungus B. cinerea.	PLAI	 nucleus, cultured plant cell, Golgi apparatus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, endoplasmic reticulum, flower, flower pedicel, flowering stage, galactolipase activity, guard cell, hypocotyl, inflorescence meristem, jasmonic acid biosynthetic process, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phospholipase activity, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
