TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6532556250	AT4G24240	AT4G24240.2	protein_coding	Encodes a Ca-dependent calmodulin binding protein. Sequence similarity to the WRKY transcription factor gene family.		 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calmodulin binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:2133558	AT4G08500	AT4G08500.1	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19). Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002, 7(7):301. Mediates cold, salt, cadmium and wounding stress signalling. Phosphorylates MEK1.	ARAKIN; ATMEKK1; MAPK/ERK KINASE KINASE 1; MAPKKK8; MEKK1	 nucleus, cultured plant cell, DNA binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, MAPK cascade, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cultured plant cell, endosome, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase binding, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, protein autophosphorylation, protein binding, protein serine/threonine kinase activity, response to L-glutamate, response to cadmium ion, response to cold, response to osmotic stress, response to salt stress, response to wounding, root, root meristem growth, root system development, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2199316	AT1G68150	AT1G68150.1	protein_coding	member of WRKY Transcription Factor; Group II-b The mRNA is cell-to-cell mobile.	ATWRKY9; WRKY DNA-BINDING PROTEIN 9; WRKY9	 nucleus, DNA-binding transcription factor activity, cell-to-cell mobile RNA, nucleus, regulation of transcription, DNA-templated, root, sequence-specific DNA binding, transcription cis-regulatory region binding	true
Gene:4010712872	AT4G12850	AT4G12850.2	protein_coding	Encodes one of four FRS (FAR1-RELATED SEQUENCE) factor-like genes in Arabidopsis.  FRS factors are characterized by having an N-terminal C2H2-type chelating motif of the WRKY- Glial Cell Missing1 family, a central core transposase domain of Mutator-like element transposases, and a C-terminal SWIM domain. The four FRF-like genes in  Arabidopsis share only the N-terminal motif with FRS proteins.	FAR1-RELATED SEQUENCES-RELATED FACTOR3; FRF3	 nucleus, guard cell, nucleus, protein binding	true
Gene:2150875	AT5G15130	AT5G15130.1	protein_coding	member of WRKY Transcription Factor; Group II-b; contribute to basal immunity. The mRNA is cell-to-cell mobile.	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 72; ATWRKY72; WRKY DNA-BINDING PROTEIN 72; WRKY72	 nucleus, DNA-binding transcription factor activity, cell-to-cell mobile RNA, defense response, nucleus, regulation of transcription, DNA-templated, root, sequence-specific DNA binding	false
Gene:6532555502	AT3G59470	AT3G59470.3	protein_coding	Encodes one of four FRS (FAR1-RELATED SEQUENCE) factor-like genes in Arabidopsis.  FRS factors are characterized by having an N-terminal C2H2-type chelating motif of the WRKY- Glial Cell Missing1 family, a central core transposase domain of Mutator-like element transposases, and a C-terminal SWIM domain. The four FRF-like genes in  Arabidopsis share only the N-terminal motif with FRS proteins. FRF1 has been shown to bind the RB-box in vitro.  The RB-box contributes to restricting SHOOTMERISTEMLESS expression to the shoot apical meristem.		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cis-regulatory region sequence-specific DNA binding, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2160511	AT5G41570	AT5G41570.1	protein_coding	member of WRKY Transcription Factor; Group II-c	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 24; ATWRKY24; WRKY DNA-BINDING PROTEIN 24; WRKY24	 nucleus, DNA-binding transcription factor activity, nucleus, protein binding, regulation of transcription, DNA-templated, sequence-specific DNA binding	true
Gene:1006229345	AT5G07100	AT5G07100.2	protein_coding	Encodes WRKY DNA-binding protein 26 (WRKY26).	WRKY DNA-BINDING PROTEIN 26; WRKY26	 nucleus, DNA-binding transcription factor activity, LP.04 four leaves visible stage, LP.06 six leaves visible stage, carpel, cauline leaf, cellular heat acclimation, cellular response to heat, collective leaf structure, cotyledon, endosperm, flowering stage, guard cell, hypocotyl, nucleus, protein binding, regulation of transcription, DNA-templated, root, sepal, sequence-specific DNA binding, stamen, stem, vascular leaf	true
Gene:6532546199	AT4G26640	AT4G26640.3	protein_coding	member of WRKY Transcription Factor; Group I		 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of transcription, DNA-templated, regulation of transcription, DNA-templated, response to 1-aminocyclopropane-1-carboxylic acid, response to wounding, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:2179861	AT5G13080	AT5G13080.1	protein_coding	WRKY75 is one of several transcription factors induced during Pi deprivation. It is nuclear localized and regulated differentially during Pi starvation. RNAi mediated suppression of WRKY75 made the plants  more susceptible to Pi stress as indicated by the  higher accumulation of anthocyanin during Pi starvation.	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 75; ATWRKY75; WRKY DNA-BINDING PROTEIN 75; WRKY75	 nucleus, DNA-binding transcription factor activity, RNA polymerase II cis-regulatory region sequence-specific DNA binding, atrichoblast differentiation, carpel, endosperm, flowering stage, lateral root, lateral root development, leaf, negative regulation of transcription by RNA polymerase II, nucleus, pollen, primary root, protein binding, regulation of DNA-templated transcription in response to stress, regulation of response to nutrient levels, root, root stele, root vascular system, sepal, stamen, stem, transcription cis-regulatory region binding	true
Gene:2176906	AT5G52830	AT5G52830.1	protein_coding	Encodes a WRKY transcription factor WRKY27.  Mutation in Arabidopsis WRKY27 results in delayed symptom development in response to the bacterial wilt pathogen Ralstonia solanacearum.	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 27; ATWRKY27; WRKY DNA-BINDING PROTEIN 27; WRKY27	 nucleus, DNA-binding transcription factor activity, LP.04 four leaves visible stage, M germinated pollen stage, NOT fruit, anther, carpel, collective leaf structure, cotyledon, defense response to bacterium, endosperm, floral organ abscission zone, flower, flower pedicel, flowering stage, guard cell, hypocotyl, leaf vascular system, negative regulation of transcription, DNA-templated, nitric oxide mediated signal transduction, nucleus, papilla cell, petal, petal differentiation and expansion stage, phloem, plant callus, plant embryo, plant embryo globular stage, pollen, pollen tube cell, protein binding, response to gibberellin, root, root elongation zone, root vascular system, sepal, shoot axis vascular system, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:3690954	AT1G80590	AT1G80590.1	protein_coding	member of WRKY Transcription Factor; Group III	ATWRKY66; WRKY DNA-BINDING PROTEIN 66; WRKY66	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, cauline leaf, flower, flowering stage, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, pollen, regulation of transcription, DNA-templated, root, sepal, stamen, transcription cis-regulatory region binding, vascular leaf	false
Gene:2131502	AT4G26440	AT4G26440.1	protein_coding	member of WRKY Transcription Factor; Group I	ATWRKY34; MICROSPORE-SPECIFIC  PROMOTER 3; MSP3; WRK PROTEIN 34; WRK34; WRKY DNA-BINDING PROTEIN 34; WRKY34	 nucleus, DNA-binding transcription factor activity, anther, flower, flowering stage, nucleus, pollen development, pollen germination, pollen tube cell, protein binding, regulation of transcription, DNA-templated, response to cold, transcription cis-regulatory region binding	true
Gene:4515101830	AT4G12020	AT4G12020.2	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002,7(7):301. Co-regulates with DSC1  basal levels of immunity to root-knot nematodes.	ATWRKY19; MAPK/ERK KINASE KINASE 4; MAPKKK11; MEKK4; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 11; WRKY19	 cytoplasm, ADP binding, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast envelope, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	false
Gene:6532563447	AT5G45050	AT5G45050.3	protein_coding	Encodes a member of the WRKY Transcription Factor (Group II-e) family.	ATWRKY16; WRKY16	 ADP binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, innate immune response-activating signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vacuolar membrane, vascular leaf, vascular leaf senescent stage	false
Gene:2169267	AT5G43290	AT5G43290.1	protein_coding	member of WRKY Transcription Factor; Group II-c	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 49; ATWRKY49; WRKY DNA-BINDING PROTEIN 49; WRKY49	 nucleus, DNA-binding transcription factor activity, nucleus, protein binding, regulation of transcription, DNA-templated, transcription cis-regulatory region binding	true
Gene:1009022102	AT4G31800	AT4G31800.2	protein_coding	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Constitutive expression of WRKY18  enhanced resistance to P. syringae, but its coexpression with WRKY40 or WRKY60 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two. The mRNA is cell-to-cell mobile.	WRKY DNA-BINDING PROTEIN 18; WRKY18	 nucleus, cultured plant cell, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of defense response, regulation of defense response to virus by host, regulation of transcription, DNA-templated, response to chitin, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:4010712375	AT2G37260	AT2G37260.2	protein_coding	Encodes a protein similar to WRKY transcription factors that is expressed in the seed integument and endosperm. Mutants are defective in proanthocyanidin synthesis and seed mucilate deposition. Seeds are yellow colored. Seed size is also affected; seeds  are reduced in size but only when the mutant allele is transmitted through the female parent.Loss of function allele corresponding to the DSL QTL  are associated with a reduction in interploidy lethality.	ATWRKY44; TRANSPARENT TESTA GLABRA 2; TTG2; WRKY44	 nucleus, DNA-binding transcription factor activity, epidermal cell fate specification, flower, guard cell, hypocotyl, leaf trichome, mature plant embryo stage, non-hair root epidermal cell, nucleus, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, regulation of transcription, DNA-templated, root, seed, seed coat development, sequence-specific DNA binding, shoot apex, shoot system, stem, vascular leaf	true
Gene:2095046	AT3G18360	AT3G18360.1	protein_coding	Member of VQ gene family. VQ proteins are named for the VQ motif (FxxxVQxxTG), a conserved amino acid region. Interacts with members of WRKY gene family, involved in pollen development.	VQ MOTIF-CONTAINING PROTEIN 20; VQ20	 nucleus, anther, collective leaf structure, flower, flowering stage, nucleus, petal, petal differentiation and expansion stage, pollen, protein binding, regulation of pollen tube growth, sepal	true
Gene:6530297282	AT3G59470	AT3G59470.2	protein_coding	Encodes one of four FRS (FAR1-RELATED SEQUENCE) factor-like genes in Arabidopsis.  FRS factors are characterized by having an N-terminal C2H2-type chelating motif of the WRKY- Glial Cell Missing1 family, a central core transposase domain of Mutator-like element transposases, and a C-terminal SWIM domain. The four FRF-like genes in  Arabidopsis share only the N-terminal motif with FRS proteins. FRF1 has been shown to bind the RB-box in vitro.  The RB-box contributes to restricting SHOOTMERISTEMLESS expression to the shoot apical meristem.	FAR1-RELATED SEQUENCES-RELATED FACTOR1; FRF1	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cis-regulatory region sequence-specific DNA binding, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532553066	AT2G47090	AT2G47090.3	protein_coding	Ubiquitin E3 ligase. Regulates the stability of  WRKY33 to modulate the submergence response. Expression is repressed by hypoxia.	SR1	 nucleus, guard cell, nucleus, rescue of stalled ribosome, ubiquitin protein ligase activity	true
Gene:6532549275	AT5G15130	AT5G15130.2	protein_coding	member of WRKY Transcription Factor; Group II-b; contribute to basal immunity.The mRNA is cell-to-cell mobile.		 nucleus, DNA-binding transcription factor activity, cell-to-cell mobile RNA, defense response, nucleus, regulation of transcription, DNA-templated, root, sequence-specific DNA binding	false
Gene:2028961	AT1G66550	AT1G66550.1	protein_coding	member of WRKY Transcription Factor; Group III	ATWRKY67; WRKY DNA-BINDING PROTEIN 67; WRKY67	 nucleus, DNA-binding transcription factor activity, nucleus, regulation of transcription, DNA-templated, sequence-specific DNA binding, transcription cis-regulatory region binding	true
Gene:2064805	AT2G40750	AT2G40750.1	protein_coding	member of WRKY Transcription Factor; Group III. Together with WRKY70 positively regulates SARD1 and CBP60g expression in plant immunity.	ATWRKY54; WRKY DNA-BINDING PROTEIN 54; WRKY54	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, defense response to bacterium, defense response to fungus, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of leaf senescence, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, regulation of brassinosteroid mediated signaling pathway, regulation of defense response, regulation of ethylene-activated signaling pathway, regulation of jasmonic acid mediated signaling pathway, regulation of response to osmotic stress, regulation of response to water deprivation, regulation of salicylic acid mediated signaling pathway, regulation of stomatal closure, regulation of transcription, DNA-templated, response to osmotic stress, response to reactive oxygen species, response to salicylic acid, root, seed, sepal, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
