TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6532563119	AT4G33000	AT4G33000.6	protein_coding	Encodes a member of the calcineurin B-like calcium sensor gene family. Mediates salt tolerance by regulating ion homeostasis in Arabidopsis.		 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, fruit, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, ion homeostasis, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type vacuole membrane, plasma membrane, protein binding, regulation of potassium ion transport, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532554413	AT5G15730	AT5G15730.3	protein_coding	Protein kinase superfamily protein;(source:Araport11)		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, epidermis, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, phosphorylation, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, protein phosphorylation, protein serine kinase activity, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3696889	AT2G31500	AT2G31500.1	protein_coding	member of Calcium Dependent Protein Kinase	CALCIUM-DEPENDENT PROTEIN KINASE 24; CPK24	 plasma membrane, L mature pollen stage, M germinated pollen stage, calcium ion binding, calcium-dependent protein serine/threonine kinase activity, calmodulin binding, calmodulin-dependent protein kinase activity, carpel, collective leaf structure, cytoplasm, flower, flowering stage, intracellular signal transduction, nucleus, peptidyl-serine phosphorylation, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, protein autophosphorylation, protein binding, protein kinase activity, protein serine kinase activity, regulation of inward rectifier potassium channel activity, regulation of pollen tube growth, sepal, stamen	true
Gene:6532554461	AT4G04740	AT4G04740.7	protein_coding	member of Calcium Dependent Protein Kinase		 plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, calcium-dependent protein serine/threonine kinase activity, calmodulin binding, calmodulin-dependent protein kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, nucleus, peptidyl-serine phosphorylation, petal, petal differentiation and expansion stage, plasma membrane, protein autophosphorylation, protein binding, protein kinase activity, protein phosphatase binding, protein phosphorylation, protein serine kinase activity, regulation of stomatal movement, response to abscisic acid, response to cadmium ion, root, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2123766	AT4G33000	AT4G33000.1	protein_coding	Encodes a member of the calcineurin B-like calcium sensor gene family. Mediates salt tolerance by regulating ion homeostasis in Arabidopsis.	ATCBL10; CALCINEURIN B-LIKE PROTEIN 10; CBL10	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, fruit, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, ion homeostasis, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type vacuole membrane, plasma membrane, protein binding, regulation of potassium ion transport, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2020279	AT1G04150	AT1G04150.1	protein_coding	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein;(source:Araport11)	MCTP10; MULTIPLE C2 DOMAIN AND TRANSMEMBRANE REGION PROTEIN 10	 L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, biological process unknown, carpel, cauline leaf, collective leaf structure, cotyledon, endoplasmic reticulum, flower, flower pedicel, flowering stage, gynoecium, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant ovule, plant sperm cell, pollen, pollen tube cell, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2087001	AT3G29000	AT3G29000.1	protein_coding	Calcium-binding EF-hand family protein;(source:Araport11)		 calcium ion binding, cell-to-cell mobile RNA, guard cell	true
Gene:2099678	AT3G03410	AT3G03410.1	protein_coding	EF hand calcium-binding protein family;(source:Araport11)		 biological process unknown, calcium ion binding, cellular component unknown	true
Gene:2152011	AT5G47100	AT5G47100.1	protein_coding	member of AtCBLs (Calcineurin B-like Calcium Sensor Proteins. CBL9 interacts with and targets CIPK23 to the plasma membrane in vivo.	ATCBL9; CALCINEURIN B-LIKE PROTEIN 9; CBL9	 plasma membrane, cultured plant cell, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase binding, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plastid, pollen, pollen tube cell, pollen tube growth, potassium ion import across plasma membrane, protein binding, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal movement, vascular leaf, vascular leaf senescent stage	true
Gene:3434987	AT1G18210	AT1G18210.1	protein_coding	Calcium-binding EF-hand family protein;(source:Araport11)		 nucleus, vacuole, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, biological process unknown, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:3435470	AT1G53590	AT1G53590.1	protein_coding	Calcium-dependent lipid-binding (CaLB domain) family protein;(source:Araport11)	NTMC2T6.1; NTMC2TYPE6.1	 chloroplast, vacuole, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532559305	AT1G03370	AT1G03370.2	protein_coding	C2 calcium/lipid-binding and GRAM domain containing protein;(source:Araport11)		 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, biological process unknown, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2161654	AT5G55240	AT5G55240.1	protein_coding	Catalyze hydroperoxide-dependent mono-oxygenation  reactions. Require calcium for peroxygenase activity. Probably  deeply buried in lipid droplets or microsomes.	ARABIDOPSIS THALIANA PEROXYGENASE 2; ATPXG2	 calcium ion binding, defense response, heme oxygenase (decyclizing) activity, integral component of membrane, linoleic acid epoxygenase activity, monooxygenase activity, oxylipin biosynthetic process, plant seed peroxidase activity	true
Gene:3440761	AT5G61900	AT5G61900.1	protein_coding	Encodes a plasma-membrane localized, copine-like protein, which is a member of a newly identified class of calcium-dependent, phospholipid binding proteins that are present in a wide range of organisms. Mutants exhibit temperature-sensitive growth defects and increased hypersensitive response where permissive conditions are low temperature (22 degrees Celsius) and low humidity. Gene is expressed at 22 but not at 28 (restrictive condition) degrees. Lethality of double mutants with BON3 can be partially suppressed by SNC1. Double mutants show defects in development that are genetically separable from hypersensitive/cell death response.	BON; BON1; BONZAI 1; COPINE 1; CPN1	 nucleus, plasmodesma, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium-dependent phospholipid binding, carpel, cauline leaf, cellular homeostasis, cellular response to calcium ion, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of cell death, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plant-type hypersensitive response, plasma membrane, plasmodesma, plastid, pollen, positive regulation of cell size, positive regulation of cellular defense response, response to humidity, response to temperature stimulus, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:4010713332	AT5G54130	AT5G54130.2	protein_coding	Calcium-binding endonuclease/exonuclease/phosphatase family;(source:Araport11)		 3'-5'-exoribonuclease activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:4515102383	AT5G54130	AT5G54130.4	protein_coding	Calcium-binding endonuclease/exonuclease/phosphatase family;(source:Araport11)		 3'-5'-exoribonuclease activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6530296342	AT1G48590	AT1G48590.2	protein_coding	Calcium-dependent lipid-binding (CaLB domain) family protein;(source:Araport11)	C2-DOMAIN ABA-RELATED 5; CAR5	 GTPase activator activity, chloroplast, nucleus, phospholipid binding, plasma membrane, positive regulation of GTPase activity, positive regulation of abscisic acid-activated signaling pathway	true
Gene:6530297909	AT5G37740	AT5G37740.2	protein_coding	Calcium-dependent lipid-binding (CaLB domain) family protein;(source:Araport11)		 plasma membrane, GTPase activator activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid binding, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phospholipid binding, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, positive regulation of GTPase activity, positive regulation of abscisic acid-activated signaling pathway, protein binding, protein homodimerization activity, protein self-association, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532563177	AT2G40815	AT2G40815.2	protein_coding	Calcium-dependent lipid-binding (CaLB domain) family protein;(source:Araport11)		 biological process unknown, cellular component unknown, guard cell, molecular function unknown	true
Gene:2038652	AT2G27480	AT2G27480.1	protein_coding	Calcium-binding EF-hand family protein;(source:Araport11)		 chloroplast, biological process unknown, calcium ion binding, chloroplast, guard cell, stem	true
Gene:2052074	AT2G29890	AT2G29890.1	protein_coding	Encodes a ubiquitously expressed villin-like protein, whose mRNA may be alternatively processed.  Villin belongs to a superfamily of actin binding proteins called the villin/gelsolin family. Animal villins are involved in actin binding.  VLN1 protein co-localizes with actin filaments in several assays. VLN1 binds and bundles F-actin in a calcium-independent manner. It does not nucleate, cap or sever actin filaments and it stabilizes actin filaments, protecting them from ADF-mediated depolymerization.	ATVLN1; VILLIN 1; VLN1	 cytoplasm, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT actin filament depolymerization, NOT actin filament severing, NOT actin nucleation, NOT barbed-end actin filament capping, actin binding, actin cytoskeleton, actin filament binding, actin filament organization, actin filament severing, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytoskeleton organization, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf trichome, mature plant embryo stage, negative regulation of actin filament depolymerization, pericycle, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, portion of vascular tissue, root, root tip, seed, sepal, shoot apex, shoot system, stamen, stipule, vascular leaf, vascular leaf senescent stage	true
Gene:2095051	AT3G18430	AT3G18430.1	protein_coding	Calcium-binding EF-hand family protein;(source:Araport11)		 vacuole, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:2100966	AT3G60950	AT3G60950.1	protein_coding	C2 calcium/lipid-binding endonuclease/exonuclease/phosphatase;(source:Araport11)		 plasma membrane, cultured plant cell, cultured plant cell, endoplasmic reticulum, plasma membrane	false
