TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2170482	AT5G46330	AT5G46330.1	protein_coding	Encodes a leucine-rich repeat serine/threonine protein kinase that is expressed ubiquitously. FLS2 is involved in MAP kinase signalling relay involved in innate immunity. Essential in the perception of flagellin, a potent elicitor of the defense response.  FLS2 is directed for degradation by the bacterial ubiquitin ligase AvrPtoB. The mRNA is cell-to-cell mobile.	FLAGELLIN-SENSITIVE 2; FLS2; MPL12.8	 plasma membrane, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, defense response by callose deposition in cell wall, defense response to bacterium, detection of bacterium, endosome, epidermal cell, flower, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, membrane, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, plasma membrane, pollen, protein binding, protein phosphorylation, protein serine kinase activity, receptor-mediated endocytosis, regulation of anion channel activity, root, root tip, sepal, stamen, stem, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	true
Gene:3685907	AT1G33560	AT1G33560.1	protein_coding	Encodes a  NBS-LRR disease resistance protein that possesses N-terminal kinase subdomains. Activation tagged mutant of ADR1 showed elevated levels of SA and reactive oxygen species in addition to number of defense gene transcripts. Exhibits resistance to number of microbial pathogens.	ACTIVATED DISEASE RESISTANCE 1; ADR1	 ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to karrikin, response to other organism, response to water deprivation, root, seed, sepal, shoot apex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:5019474030	AT1G65486	AT1G65486.2	protein_coding	Secreted peptide which functions in plant growth and pathogen defense.	STMP4	 nucleus, cauline leaf, extracellular region, guard cell, mitochondrion, molecular function unknown, nucleus, response to water deprivation, rosette leaf, stem	false
Gene:6532563935	AT2G14560	AT2G14560.4	protein_coding	Encodes LURP1, a member of the LURP cluster (late upregulated in response to Hyaloperonospora parasitica) which exhibits a pronounced upregulation after recognition of the pathogenic oomycte H. parasitica.  LURP1 is required for full basal defense to H. parasitica and resistance to this pathogen mediated by the R-proteins RPP4 and RPP5.The mRNA is cell-to-cell mobile.		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, defense response to fungus, flower, flowering stage, guard cell, inflorescence meristem, leaf apex, leaf lamina base, mitochondrion, molecular function unknown, petal, petal differentiation and expansion stage, petiole, response to salicylic acid, rosette leaf, sepal, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2034120	AT1G65510	AT1G65510.1	protein_coding	Secreted peptide which functions in plant growth and pathogen defense.	STMP7	 extracellular region, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, collective leaf structure, endosperm, extracellular region, flower, flowering stage, guard cell, hypocotyl, mitochondrion, molecular function unknown, petal, petal differentiation and expansion stage, plasma membrane, response to salicylic acid, root, sepal, stamen, stem, vascular leaf	true
Gene:2077146	AT3G45860	AT3G45860.1	protein_coding	Encodes a cysteine-rich receptor-like protein kinase.  Involved in programmed cell death and defense response to pathogen.	CRK4; CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 4	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, collective leaf structure, cotyledon, defense response, defense response to bacterium, flowering stage, guard cell, kinase activity, leaf apex, leaf lamina base, petal, petal differentiation and expansion stage, petiole, plasma membrane, programmed cell death, protein phosphorylation, protein serine/threonine kinase activity, response to salicylic acid, sepal, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:3701969	AT3G03040	AT3G03040.1	protein_coding	F-box/RNI-like superfamily protein. Idenfitied in GWAS as locus involved in response to the defense molecule, allyl glucosinolate.		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, defense response, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, molecular function unknown, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:1005713797	AT5G60300	AT5G60300.2	protein_coding	Encodes a legume-type lectin receptor kinase that is structurally distinct from the mammalian extracellular ATP receptors and acts as an extracellular ATP receptor in Arabidopsis. Extracellular ATP acts as a damage-associated molecular pattern in plants, and its signaling through P2K1 is important for mounting an effective defense response against various pathogenic microorganisms. It also plays a role in cell wall-plasma membrane adhesion.	DOES NOT RESPOND TO NUCLEOTIDES 1; DORN1; L-TYPE LECTIN RECEPTOR KINASE I.9; LECRK-I.9; P2K1	 chloroplast, ATP binding, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, cellular response to ATP, chloroplast, collective leaf structure, cotyledon, defense response, defense response to bacterium, defense response to oomycetes, extracellular ATP signaling, flower, flowering stage, focal adhesion assembly, guard cell, hypocotyl, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plasma membrane, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, regulation of jasmonic acid mediated signaling pathway, response to wounding, root, seed, sepal, shoot apex, shoot system, stem, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	true
Gene:4515100871	AT1G65486	AT1G65486.1	protein_coding	Secreted peptide which functions in plant growth and pathogen defense.	STMP4	 extracellular region, cauline leaf, extracellular region, guard cell, mitochondrion, molecular function unknown, nucleus, response to water deprivation, rosette leaf, stem	false
Gene:6532562939	AT3G01210	AT3G01210.2	protein_coding	ACD11 binding partner, may be involved in negative regulation of  ROS-mediated defense response.	BPA1 LIKE 6; BPL6	 cytoplasm, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleic acid binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6530297091	AT3G22200	AT3G22200.2	protein_coding	Genetically redundant with POP3;mediates pollen tube guidance. Double mutants are self sterile; gamma-aminobutyrate transaminase subunit precursor; nuclear gene for mitochondrial product. Encodes gamma-aminobutyrate transaminase that uses pyruvate instead of alpha-ketoglutarate as cosubstrate. Mutations in POP2/HER1 render roots resistant to the inhibitory growth effects of the volatile organic compound E-2-hexenal implicated in plant defense.	POLLEN-PISTIL INCOMPATIBILITY 2; POP2	 Golgi apparatus, cytoplasm, 4-aminobutyrate transaminase activity, 4-aminobutyrate:pyruvate transaminase activity, Golgi apparatus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cytosol, adaxial/abaxial axis specification, adenosylmethionine-8-amino-7-oxononanoate transaminase activity, beta-alanine catabolic process, biotin biosynthetic process, carpel, cauline leaf, cobalt ion binding, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, flower, flower pedicel, flowering stage, fruit, fruit development, gamma-aminobutyrate transaminase (glyoxylate dependent) activity, gamma-aminobutyric acid catabolic process, gamma-aminobutyric acid metabolic process, glutamate decarboxylation to succinate, glutamate metabolic process, glutamine metabolic process, guard cell, hypocotyl, inflorescence meristem, inositol metabolic process, leaf apex, leaf development, leaf lamina base, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant ovule, plant sperm cell, pollen, pollen tube adhesion, pollen tube cell, pollen tube growth, pollen tube guidance, pyridoxal phosphate binding, response to cadmium ion, response to organic substance, response to oxidative stress, response to salt stress, root, root development, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, shoot system development, stamen, stem, succinate metabolic process, sucrose metabolic process, vacuolar membrane, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:6532559298	AT5G46330	AT5G46330.2	protein_coding	Encodes a leucine-rich repeat serine/threonine protein kinase that is expressed ubiquitously. FLS2 is involved in MAP kinase signalling relay involved in innate immunity. Essential in the perception of flagellin, a potent elicitor of the defense response.  FLS2 is directed for degradation by the bacterial ubiquitin ligase AvrPtoB.The mRNA is cell-to-cell mobile.		 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, defense response by callose deposition in cell wall, defense response to bacterium, detection of bacterium, endosome, epidermal cell, flower, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, membrane, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, plasma membrane, pollen, protein binding, protein phosphorylation, protein serine kinase activity, receptor-mediated endocytosis, regulation of anion channel activity, root, root tip, sepal, stamen, stem, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	true
Gene:6532549585	AT3G21220	AT3G21220.2	protein_coding	Encodes a mitogen-activated kinase kinase, dual specific protein kinase that is expressed in vegetative tissues and floral buds. Involved in innate immunity. This protein activates MPK3/MPK6 and early-defense genes redundantly with MKK4. In plants with both MKK5 and MKK4 levels reduced by RNAi plants, floral organs do not abscise suggesting a role for both proteins in mediating floral organ abscission.MKK5 is part of a positive feedback loop that regulates HAE expression in floral receptacles.		 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase activity, MAPK cascade, abscisic acid-activated signaling pathway, carpel, cauline leaf, cell division, collective leaf structure, cotyledon, defense response to other organism, floral organ abscission, floral organ abscission zone, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence development, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, obsolete activation of MAPK activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type hypersensitive response, pollen, pollen tube cell, positive regulation of ethylene biosynthetic process, protein binding, regulation of root meristem growth, regulation of stomatal closure, regulation of stomatal complex patterning, regulation of unidimensional cell growth, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532559520	AT3G01310	AT3G01310.3	protein_coding	Encodes a functional VIP1/PPIP5K-type ATP-grasp kinase that is involved in both InsP6 to InsP7 conversion and InsP7 to InsP8 conversion, producing the InsP8 cofactor of the ASK1-COI1-JAZ-jasmonate co-receptor complex. It is the major isoform in plants, is required for jasmonate-dependent defenses, and plays an important role in plant defenses against necrotrophic fungi and insect herbivores.		 cytoplasm, 5-diphosphoinositol pentakisphosphate 3-kinase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to fungus, diphosphoinositol-pentakisphosphate kinase activity, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, inositol heptakisphosphate kinase activity, inositol hexakisphosphate 1-kinase activity, inositol hexakisphosphate 3-kinase activity, inositol hexakisphosphate 5-kinase activity, inositol hexakisphosphate kinase activity, inositol metabolic process, inositol phosphate biosynthetic process, inositol-1,3,4,5,6-pentakisphosphate kinase activity, jasmonic acid and ethylene-dependent systemic resistance, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, positive regulation of antifungal innate immune response, positive regulation of defense response to insect, positive regulation of vitamin E biosynthetic process, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2036450	AT1G50920	AT1G50920.1	protein_coding	Putative GTPase  involved in HA - and ABA-mediated signaling pathways, particularly during defense respnses to pathogens. Has paralog NOG1-2.	NOG1-1	 nucleus, vascular leaf, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hydathode, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1009021425	AT2G29350	AT2G29350.3	protein_coding	Encodes a senescence associated protein required for resistance against fungal pathogens. Negative regulator of defense against bacterial pathogens. Induced by ROS. Required for defense against ROS and fungal pathogens most likely by activating anthocyanin biosynthesis.	SAG13; SENESCENCE-ASSOCIATED GENE 13	 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, aging, alcohol dehydrogenase (NAD+) activity, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, defense response to insect, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf, mitochondrion, peroxisome, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plasma membrane, pollen, regulation of defense response, rosette, rosette leaf, sepal, stamen, stem, vascular leaf	true
