TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:1006228630	AT3G18040	AT3G18040.2	protein_coding	Encodes a protein with similarity to MAP kinases (MAPK9).Expressed preferentially in guard cells and appears to be involved in reactive oxygen species mediated ABA signaling.	MAP KINASE 9; MPK9	 nucleus, ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, MAP kinase activity, abscisic acid-activated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2139731	AT4G11690	AT4G11690.1	protein_coding	Encodes ABO8, a pentatricopeptide repeat (PPR) protein responsible for the splicing of NAD4 intron 3 in mitochondrial complex I. Abo8 mutants accumulate more reactive oxygen species (ROS) in root tips than the wild type.	ABA OVERLY SENSITIVE MUTANT; ABO8	 chloroplast, chloroplast, guard cell, lateral root primordium, mitochondrial mRNA modification, mitochondrion, plant sperm cell, response to abscisic acid, root tip	false
Gene:6532562968	AT3G18040	AT3G18040.5	protein_coding	Encodes a protein with similarity to MAP kinases (MAPK9).Expressed preferentially in guard cells and appears to be involved in reactive oxygen species mediated ABA signaling.		 ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, MAP kinase activity, abscisic acid-activated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1006228537	AT3G06590	AT3G06590.2	protein_coding	Encodes RITF1, a bHLH transcription factor that regulates the transcription of several genes involved in the detoxification of reactive oxygen species generated by salt stress.	AIF2; ATBS1 INTERACTING FACTOR 2; RITF1; RSA1 INTERACTING TRANSCRIPTION FACTOR 1	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein dimerization activity, regulation of transcription, DNA-templated, response to hydrogen peroxide, response to oxidative stress, response to salt stress, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:4515102313	AT5G44585	AT5G44585.1	protein_coding	Precursor of serine-rich endogenous peptide which regulates defense response and root  elongation. Has properties of phytocytokines, activates the phospholipid signaling pathway, regulates reactive oxygen species response, and is perceived in a BAK1 co-receptor-dependent manner.	PRECURSOR OF SERINE-RICH ENDOGENOUS PEPTIDE 12; PROSCOOP12	 cell-to-cell mobile RNA, endoplasmic reticulum, extracellular region, guard cell, molecular function unknown, regulation of defense response to bacterium, regulation of defense response to fungus, regulation of reactive oxygen species metabolic process	true
Gene:2124498	AT4G18360	AT4G18360.1	protein_coding	Encodes a glycolate oxidase that modulates reactive oxygen species-mediated signal transduction during nonhost resistance.	GLYCOLATE OXIDASE 3; GOX3	 cytosol, peroxisome, FMN binding, NOT cytosol, collective leaf structure, defense response to bacterium, flower, flowering stage, guard cell, hydrogen peroxide biosynthetic process, hypocotyl, innate immune response-activating signal transduction, mature plant embryo stage, oxidative photosynthetic carbon pathway, peroxisome, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, pollen, root, seed, sepal, shoot apex, stamen, stem, vascular leaf	true
Gene:2181664	AT5G13420	AT5G13420.1	protein_coding	Transaldolase which contributes to reactive oxygen species homeostasis in response to Glc during early seedling growth.	GLC-HYPERSENSITIVE MUTANT 2; GSM2; TRA2; TRANSALDOLASE 2	 chloroplast, chloroplast stroma, cytosol, response to glucose, response to cadmium ion, cultured plant cell, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cytosol, carbohydrate metabolic process, carpel, cauline leaf, chloroplast, chloroplast stroma, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular anatomical structure, leaf apex, leaf lamina base, lignin biosynthetic process, mature plant embryo stage, mitochondrion, pentose-phosphate shunt, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, pollen tube cell, response to cadmium ion, response to glucose, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, transaldolase activity, vascular leaf, vascular leaf senescent stage	true
Gene:1006229217	AT5G62520	AT5G62520.2	protein_coding	Encodes a protein with similarity to RCD1 but without the WWE domain. The protein does have a PARP signature upstream of the C-terminal protein interaction domain. The PARP signature may bind NAD+ and attach the ADP-ribose-moiety from NAD+ to the target molecule. Its presence suggests a role for the protein in ADP ribosylation. Up-regulated by NaCl. SRO5 and P5CDH (an overlapping gene in the antisense orientation) generate 24-nt and 21-nt siRNAs, which together are components of a regulatory loop controlling reactive oxygen species (ROS) production and stress response.	SIMILAR TO RCD ONE 5; SRO5	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NAD+ ADP-ribosyltransferase activity, carpel, cellular response to hypoxia, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, leaf apex, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein binding, reactive oxygen species metabolic process, response to salt stress, root, seed, sepal, shoot apex, stamen, stem, vascular leaf	true
Gene:2207154	AT1G05290	AT1G05290.1	protein_coding	Member of the CONSTANS-Like protein family which is a putative regulator of reactive oxygen species homeostasis.	OMG1; ORBITALLY MANIFESTED GENE 1	 nucleus, DNA-binding transcription factor activity, flower, flowering stage, nucleus, plant sperm cell, pollen, regulation of reactive oxygen species biosynthetic process, regulation of transcription, DNA-templated, response to wounding, root	true
Gene:2099519	AT3G47450	AT3G47450.1	protein_coding	Encodes a protein with similarity to the bacterial YqeH GTPase required for proper ribosome assembly. Mutant analyses show that this protein regulates growth and hormonal signaling and attenuates oxidative stress and reactive oxygen species (ROS). It also seems to be involved in regulating leaf senescence, cell death, nitric oxide biosynthesis in response to ABA but not exogenous H2O2. This protein also appears to be required for proper plastid biogenesis. Levels of several plastid-localized proteins, including RBCL, ClpP1, and the MEP biosynthesis enzymes DXS and DXR are altered in rif1-1 mutants. This protein was originally characterized as a mitrochondrial-localized nitric oxide synthase, but, the synthase activity was later disproven. In addition, new studies with GFP fusion proteins and chloroplast import assays suggest that this protein is found in chloroplasts.  Its localization to the chloroplast is enhanced by S-acylation.	ATNOA1; ATNOS1; NITRIC OXIDE SYNTHASE 1; NO ASSOCIATED 1; NOA1; NOS1; RESISTANT TO INHIBITION WITH FOSMIDOMYCIN  1; RIF1; SUPPRESSOR OF VARIEGATION 10; SVR10	 chloroplast, mitochondrion, GTPase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT mitochondrion, NOT nitric-oxide synthase activity, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf development, leaf lamina base, mature plant embryo stage, mitochondrion, nitric oxide biosynthetic process, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid organization, regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway, regulation of protein metabolic process, response to oxidative stress, response to ozone, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, thylakoid membrane organization, vascular leaf, vascular leaf senescent stage	true
Gene:2092521	AT3G12360	AT3G12360.1	protein_coding	Encodes a protein with an ankyrin motif and transmembrane domains that is involved in salt tolerance. Expressed throughout the plant and localized to the plasma membrane. Loss of function mutations show an increased tolerance to salt based on assaying seedling growth in the presence of salt. In the mutants, induction of genes required for production of reactive oxygen species is reduced suggesting that itn1 promotes ROS production.  It interacts with RCN1 in vivo and may regulate its subcellular localization. The mRNA is cell-to-cell mobile.	INCREASED TOLERANCE TO NACL; ITN1	 cytoplasm, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, cellular protein localization, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, membrane, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, portion of vascular tissue, protein binding, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, whole plant	true
Gene:1005714404	AT3G47450	AT3G47450.2	protein_coding	Encodes a protein with similarity to the bacterial YqeH GTPase required for proper ribosome assembly. Mutant analyses show that this protein regulates growth and hormonal signaling and attenuates oxidative stress and reactive oxygen species (ROS). It also seems to be involved in regulating leaf senescence, cell death, nitric oxide biosynthesis in response to ABA but not exogenous H2O2. This protein also appears to be required for proper plastid biogenesis. Levels of several plastid-localized proteins, including RBCL, ClpP1, and the MEP biosynthesis enzymes DXS and DXR are altered in rif1-1 mutants. This protein was originally characterized as a mitrochondrial-localized nitric oxide synthase, but, the synthase activity was later disproven. In addition, new studies with GFP fusion proteins and chloroplast import assays suggest that this protein is found in chloroplasts.  Its localization to the chloroplast is enhanced by S-acylation.	ATNOA1; ATNOS1; NITRIC OXIDE SYNTHASE 1; NO ASSOCIATED 1; NOA1; NOS1; RESISTANT TO INHIBITION WITH FOSMIDOMYCIN  1; RIF1; SUPPRESSOR OF VARIEGATION 10; SVR10	 chloroplast, GTPase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT mitochondrion, NOT nitric-oxide synthase activity, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf development, leaf lamina base, mature plant embryo stage, mitochondrion, nitric oxide biosynthetic process, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid organization, regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway, regulation of protein metabolic process, response to oxidative stress, response to ozone, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, thylakoid membrane organization, vascular leaf, vascular leaf senescent stage	true
Gene:2175825	AT5G60740	AT5G60740.1	protein_coding	ABC transporter family protein. Localizes to the growing tip of pollen tubes where it appears to be critical for localizing polyamines and reactive oxygen species.	ABCG28; ATP-BINDING CASSETTE G28	 ATPase-coupled transmembrane transporter activity, L mature pollen stage, M germinated pollen stage, carpel, collective leaf structure, cotyledon, flower, flowering stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, pollen, pollen tube cell, pollen tube growth, pollen tube tip, polyamine transport, secretory vesicle, sepal, stamen, transmembrane transport	false
Gene:2157041	AT5G49760	AT5G49760.1	protein_coding	Leucine rich receptor kinase. Encodes a receptor of extracellular reactive oxygen species.	CANNOT RESPOND TO DMBQ 1; CARD1; HPCA1	 plasma membrane, vacuole, protein phosphorylation, plant callus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, detection of chemical stimulus, flower, flower pedicel, flowering stage, guard cell, hydrogen peroxide mediated signaling pathway involved in stomatal movement, hypocotyl, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, protein autophosphorylation, protein phosphorylation, protein serine kinase activity, regulation of stomatal closure, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, transmembrane receptor protein serine/threonine kinase activity, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:3437988	AT3G14415	AT3G14415.1	protein_coding	Encodes a glycolate oxidase that modulates reactive oxygen species-mediated signal transduction during nonhost resistance. The mRNA is cell-to-cell mobile.	GLYCOLATE OXIDASE 2; GOX2	 chloroplast, chloroplast stroma, nucleus, peroxisome, vacuole, apoplast, fruit, cotyledon, vascular leaf, juvenile vascular leaf, seedling development stage, FMN binding, apoplast, cell-to-cell mobile RNA, chloroplast, chloroplast stroma, cotyledon, cytosol, defense response to bacterium, fruit, guard cell, hydrogen peroxide biosynthetic process, juvenile vascular leaf, mRNA binding, nucleus, oxidative photosynthetic carbon pathway, peroxisome, rosette leaf, seedling development stage, vacuole, vascular leaf	true
Gene:1009021839	AT3G14420	AT3G14420.4	protein_coding	Encodes a glycolate oxidase that modulates reactive oxygen species-mediated signal transduction during nonhost resistance. The mRNA is cell-to-cell mobile.	GLYCOLATE OXIDASE 1; GOX1	 chloroplast, cytoplasm, cytosol, peroxisome, apoplast, fruit, cotyledon, vascular leaf, seedling development stage, cytosolic ribosome, FMN binding, NOT cytosol, apoplast, cell-to-cell mobile RNA, chloroplast, chloroplast stroma, cotyledon, cytoplasm, cytosol, cytosolic ribosome, defense response to bacterium, fruit, guard cell, hydrogen peroxide biosynthetic process, juvenile vascular leaf, mRNA binding, nucleus, oxidative photosynthetic carbon pathway, peroxisome, plasmodesma, rosette leaf, seedling development stage, vascular leaf	true
Gene:6532559742	AT3G59280	AT3G59280.2	protein_coding	Encodes the ortholog of yeast PAM16, part of the mitochondrial inner membrane protein import motor. Single mutant plants exhibit a smaller size and enhanced resistance against virulent pathogens. They also display elevated reactive oxygen species (ROS) accumulation.		 mitochondrion, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, TIM23 mitochondrial import inner membrane translocase complex, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial inner membrane, mitochondrion, negative regulation of defense response, negative regulation of defense response to bacterium, negative regulation of defense response to oomycetes, negative regulation of reactive oxygen species metabolic process, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, positive regulation of toxin transport, protein import into mitochondrial matrix, regulation of auxin polar transport, response to molecule of bacterial origin, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:4010712907	AT4G18360	AT4G18360.2	protein_coding	Encodes a glycolate oxidase that modulates reactive oxygen species-mediated signal transduction during nonhost resistance.	GLYCOLATE OXIDASE 3; GOX3	 cytosol, peroxisome, FMN binding, NOT cytosol, collective leaf structure, defense response to bacterium, flower, flowering stage, guard cell, hydrogen peroxide biosynthetic process, hypocotyl, innate immune response-activating signal transduction, mature plant embryo stage, oxidative photosynthetic carbon pathway, peroxisome, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, pollen, root, seed, sepal, shoot apex, stamen, stem, vascular leaf	true
Gene:6530297036	AT3G14415	AT3G14415.2	protein_coding	Encodes a glycolate oxidase that modulates reactive oxygen species-mediated signal transduction during nonhost resistance. The mRNA is cell-to-cell mobile.	GLYCOLATE OXIDASE 2; GOX2	 FMN binding, apoplast, cell-to-cell mobile RNA, chloroplast, chloroplast stroma, cotyledon, cytosol, defense response to bacterium, fruit, guard cell, hydrogen peroxide biosynthetic process, juvenile vascular leaf, mRNA binding, nucleus, oxidative photosynthetic carbon pathway, peroxisome, rosette leaf, seedling development stage, vacuole, vascular leaf	true
