TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2091661	AT3G14460	AT3G14460.1	protein_coding	Leucine rich repeat protein that also contains an adenylate cyclase catalytic core motif. Capable of converting ATP to cAMP in vitro. Mutants show increased susceptibility to fungal pathogens.	LEUCINE-RICH REPEAT (LRR) PROTEIN 1; LRRAC1	 nucleus, ADP binding, adenylate cyclase activity, defense response to bacterium, guard cell, nucleus	false
Gene:2172456	AT5G44030	AT5G44030.1	protein_coding	Encodes a cellulose synthase involved in secondary cell wall biosynthesis. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling. The mRNA is cell-to-cell mobile.	CELLULOSE SYNTHASE A4; CESA4; IRREGULAR XYLEM 5; IRX5; NWS2	 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cell wall thickening, NOT ethylene-activated signaling pathway, NOT jasmonic acid mediated signaling pathway, NOT salicylic acid mediated signaling pathway, carpel, cauline leaf, cell-to-cell mobile RNA, cellulose biosynthetic process, cellulose synthase (UDP-forming) activity, cellulose synthase activity, collective leaf structure, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, glycosyltransferase activity, guard cell, gynoecium, hypocotyl, identical protein binding, inflorescence meristem, leaf apex, leaf lamina base, leaf trichome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo cotyledonary stage, plant embryo globular stage, plant-type cell wall biogenesis, plant-type primary cell wall biogenesis, plant-type secondary cell wall biogenesis, plasma membrane, pollen, protein binding, root, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, trans-Golgi network, trichome, vascular leaf, vascular leaf senescent stage	true
Gene:1006987634	RCH1	RCH1	unknown	RCH1, a locus in Arabidopsis that confers resistance to the hemibiotrophic fungal pathogen Colletotrichum higginsianum.	RCH1	 cellular component unknown, molecular function unknown, defense response to fungus, cellular component unknown, defense response to fungus, molecular function unknown	false
Gene:2032466	AT1G24140	AT1G24140.1	protein_coding	Expression induced by  fungal and bacterial pathogens.	AT3-MMP	 extracellular region, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, anchored component of membrane, cauline leaf, collagen catabolic process, collective leaf structure, cotyledon, extracellular matrix, extracellular matrix organization, extracellular region, flower, flowering stage, guard cell, leaf apex, leaf lamina base, metalloendopeptidase activity, petiole, pollen tube cell, root, sepal, stamen, stem, vascular leaf, zinc ion binding	true
Gene:2039098	AT2G46440	AT2G46440.1	protein_coding	Member of Cyclic nucleotide gated channel family. Positive regulator of resistance against avirulent fungal pathogen. The mRNA is cell-to-cell mobile.	ATCNGC11; CNGC11; CYCLIC NUCLEOTIDE-GATED CHANNEL 11	 mitochondrion, cation channel activity, cell-to-cell mobile RNA, defense response, guard cell, ion channel activity, mitochondrion, response to bacterium, response to fungus	true
Gene:1009022102	AT4G31800	AT4G31800.2	protein_coding	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Constitutive expression of WRKY18  enhanced resistance to P. syringae, but its coexpression with WRKY40 or WRKY60 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two. The mRNA is cell-to-cell mobile.	WRKY DNA-BINDING PROTEIN 18; WRKY18	 nucleus, cultured plant cell, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of defense response, regulation of defense response to virus by host, regulation of transcription, DNA-templated, response to chitin, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532557086	AT3G17210	AT3G17210.2	protein_coding	Encodes a heat stable protein with antimicrobial and antifungal activity.		 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cultured plant cell, cytosol, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube adhesion, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2163020	AT5G40990	AT5G40990.1	protein_coding	Component of plant resistance.  Contains lipase signature motif and GDSL domain.  Directly interferes with the fungal infection process by acting on fungal cell walls through its action as a antimicrobial compound.  Critical component for both local and systemic resistance responses in the incompatible interaction with Alternaria brassicicola in the ethylene-dependent pathway.	GDSL LIPASE 1; GLIP1	 chloroplast, chloroplast, defense response to bacterium, defense response to fungus, extracellular space, induced systemic resistance, ethylene mediated signaling pathway, jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway, lipase activity, response to fungus, response to salicylic acid, stem, systemic acquired resistance	false
Gene:5019474592	LMS2	LMS2	unknown	Genetic locus defined by mutation with increased susceptibility to fungal pathogens . No sequence reported as of 6/2020.	L. MACULANS-SUSCEPTIBLE 2; LMS2	 cellular component unknown, defense response to fungus, molecular function unknown	false
Gene:6530296383	AT1G53570	AT1G53570.5	protein_coding	Encodes a member of the MEKK subfamily that functions redundantly with MAPKKK3 to activate MPK3/6 downstream of multiple pattern recognition receptors and confer resistance to both bacterial and fungal pathogens.	MAP3KA; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, pattern recognition receptor signaling pathway, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of defense response to bacterium, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532563712	AT3G20250	AT3G20250.3	protein_coding	Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3 Prime UTR of target mRNA transcripts. APUM5 is involved in susceptibility to CMV and is not required for bacterial or fungal pathogen resistance although its expression is induced upon bacterial and fungal infection. It is involved in the osmotic, salt, and drought stress responses.		 cytoplasm, 3'-UTR-mediated mRNA destabilization, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, defense response to virus, drought recovery, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, posttranscriptional regulation of gene expression, response to osmotic stress, response to salt stress, root, rosette leaf, seed, sepal, shoot apex, shoot system, single-stranded RNA binding, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	false
Gene:2152374	AT5G45900	AT5G45900.1	protein_coding	Component of autophagy conjugation pathway. Required for proper senescence. Contributes to plant basal immunity towards fungal infection.	APG7; ATAPG7; ATATG7; ATG7; AUTOPHAGY 7; AUTOPHAGY-RELATED 7; PEROXISOME UNUSUAL POSITIONING 4; PEUP4	 Atg12 activating enzyme activity, Atg8 activating enzyme activity, C-terminal protein lipidation, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, autophagosome assembly, autophagy, autophagy of mitochondrion, carpel, cauline leaf, cellular response to nitrogen starvation, collective leaf structure, cotyledon, cytoplasm, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, late nucleophagy, leaf apex, leaf lamina base, leaf senescence, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, phagophore assembly site, piecemeal microautophagy of the nucleus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein lipidation, protein modification by small protein conjugation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2182339	AT5G13010	AT5G13010.1	protein_coding	Encodes a nuclear localized DEAH-box containing protein that is involved in miRNA biogenesis. Loss of function mutants are embryo lethal. Gene silencing experiments demonstrated its role in the localization of DCL-1 and HYL1 to the nuclear D-body. In silenced lines, miRNA production is suppressed and plants have developmental abnormalities and are hypersensitive to fungal pathogens.	CLUMSY VEIN; CUV; EMB3011; EMBRYO DEFECTIVE 3011; FEY; FOREVER YOUNG; HOMOLOG IN YEAST PRP16; PINP1; PRP16; PSR1-INTERACTING PROTEIN 1	 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, RNA binding, RNA helicase activity, RNA interference, RNA splicing, carpel, cauline leaf, collective leaf structure, cotyledon, embryo development ending in seed dormancy, flower, flower pedicel, flowering stage, gene expression, guard cell, hypocotyl, inflorescence meristem, intracellular anatomical structure, leaf apex, leaf lamina base, mRNA splicing, via spliceosome, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, positive regulation of RNA splicing, positive regulation of protein-containing complex assembly, primary miRNA processing, root, root development, root hair elongation, root meristem, root tip, root vascular system, seed, sepal, shoot apex, shoot system, shoot system meristem, spliceosomal complex, stamen, stem, suspensor, vascular leaf, vascular leaf primordium, vascular leaf senescent stage, vascular system, xylem and phloem pattern formation	false
Gene:2825831	AT1G47128	AT1G47128.1	protein_coding	Cysteine proteinase precursor-like protein/ dehydration stress-responsive gene (RD21).  Has been shown to have peptide ligase activity and protease activity in vitro.  RD21 is involved in immunity to the necrotrophic fungal pathogen Botrytis cinerea.Activity detected in root, leaf, flower and cell culture.	RD21; RD21A; RESPONSIVE TO DEHYDRATION 21; RESPONSIVE TO DEHYDRATION 21A	 cytosol, extracellular region, plasmodesma, vacuole, apoplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cytosol, P-body, apoplast, carpel, cauline leaf, collective leaf structure, cotyledon, cysteine-type endopeptidase activity, cysteine-type peptidase activity, cytoplasm, cytoplasmic stress granule, defense response to fungus, extracellular region, extracellular space, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lysosome, mature plant embryo stage, nucleus, peptidase activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plasmodesma, pollen, protein binding, protein ubiquitination, proteolysis, proteolysis involved in cellular protein catabolic process, regulation of stomatal closure, response to water deprivation, root, rosette leaf, secretory vesicle, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532547036	AT1G53570	AT1G53570.6	protein_coding	Encodes a member of the MEKK subfamily that functions redundantly with MAPKKK3 to activate MPK3/6 downstream of multiple pattern recognition receptors and confer resistance to both bacterial and fungal pathogens.		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, pattern recognition receptor signaling pathway, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of defense response to bacterium, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532556721	AT2G25000	AT2G25000.2	protein_coding	Pathogen-induced transcription factor. Forms protein complexes with itself and with WRKY40. Coexpression with WRKY18 or WRKY40 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two.		 nucleus, DNA-binding transcription factor activity, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, cauline leaf, collective leaf structure, cotyledon, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, regulation of defense response, regulation of transcription, DNA-templated, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2103049	AT3G04220	AT3G04220.1	protein_coding	Target of miR825/825. Mutants have decreased resistance to fungal pathogens.		 ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NAD(P)+ nucleosidase activity, NAD+ nucleotidase, cyclic ADP-ribose generating, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, root, seed, sepal, shoot apex, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:3435466	AT1G53570	AT1G53570.1	protein_coding	Encodes a member of the MEKK subfamily that functions redundantly with MAPKKK3 to activate MPK3/6 downstream of multiple pattern recognition receptors and confer resistance to both bacterial and fungal pathogens.	MAP KINASE KINASE KINASE 3; MAP3KA; MAPKKK3; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, pattern recognition receptor signaling pathway, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of defense response to bacterium, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2043176	AT2G29350	AT2G29350.1	protein_coding	Encodes a senescence associated protein required for resistance against fungal pathogens. Negative regulator of defense against bacterial pathogens. Induced by ROS. Required for defense against ROS and fungal pathogens most likely by activating anthocyanin biosynthesis.	SAG13; SENESCENCE-ASSOCIATED GENE 13	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, aging, alcohol dehydrogenase (NAD+) activity, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, defense response to insect, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf, mitochondrion, peroxisome, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plasma membrane, pollen, regulation of defense response, rosette, rosette leaf, sepal, stamen, stem, vascular leaf	true
Gene:3706469	AT4G02195	AT4G02195.1	protein_coding	Encodes a member of SYP4 Gene Family that is a plant ortholog of the Tlg2/syntaxin16 Qa-SNARE.  Together with SYP43, it regulates the secretory and vacuolar transport pathways in the post-Golgi network and maintains the morphology of the Golgi apparatus and TGN and is required for extracellular resistance responses to a fungal pathogen.	ATSYP42; ATTLG2B; SYNTAXIN OF PLANTS 42; SYP42; TLG2B	 Golgi apparatus, Golgi apparatus, Golgi organization, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, SNAP receptor activity, SNARE binding, SNARE complex, carpel, cauline leaf, collective leaf structure, cotyledon, endomembrane system, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, intracellular protein transport, leaf apex, leaf lamina base, mature plant embryo stage, membrane fusion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, protein secretion, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, trans-Golgi network, trans-Golgi network transport vesicle, vacuolar transport, vascular leaf, vascular leaf senescent stage, vesicle docking, vesicle fusion	true
