TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:504953207	AT4G04695	AT4G04695.1	protein_coding	member of Calcium Dependent Protein Kinase. Involved in response to salicylic acid, regulated by Bacillus amyloliquefaciens under high calcium stress.	CALCIUM-DEPENDENT PROTEIN KINASE 31; CPK31	 plasma membrane, calcium ion binding, calcium-dependent protein serine/threonine kinase activity, calmodulin binding, calmodulin-dependent protein kinase activity, cytoplasm, guard cell, intracellular signal transduction, nucleus, peptidyl-serine phosphorylation, plasma membrane, protein autophosphorylation, protein serine kinase activity, response to salicylic acid	false
Gene:1005714575	AT3G01500	AT3G01500.2	protein_coding	Encodes a putative beta-carbonic anhydrase betaCA1.  Together with betaCA4 (At1g70410) regulates CO2-controlled stomatal movements in guard cells, as well as attenuates immunity. Differential CA gene expression in response to changing atmospheric CO2 conditions contribute to altered disease resistance levels. Activated by OXS2 under the treatment of salt.	CA1; CARBONIC ANHYDRASE 1; DEG10	 chloroplast, chloroplast stroma, thylakoid, chloroplast thylakoid membrane, chloroplast envelope, apoplast, defense response to bacterium, fruit, cotyledon, vascular leaf, juvenile vascular leaf, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, apoplast, carbon utilization, carbonate dehydratase activity, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, chloroplast thylakoid membrane, collective leaf structure, cotyledon, cytoplasm, cytosol, defense response to bacterium, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, negative regulation of stomatal complex development, petal, petal differentiation and expansion stage, petiole, photosynthesis, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, regulation of stomatal movement, response to carbon dioxide, response to cold, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, stromule, thylakoid, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:2013672	AT1G29690	AT1G29690.1	protein_coding	Encodes a protein containing a domain with significant homology to the MACPF (membrane attack complex and perforin) domain of complements and perforin proteins that are involved in innate immunity in animals. Transgenic <i>cad1-1</i> mutant plants show lesions seen in the hypersensitive response, as well as a spontaneous activation of expression of pathogenesis-related genes and leading to a 32-fold increase in salicylic acid (SA). CAD1 is postulated to act as a negative regulator controlling SA-mediated pathway of programmed cell death in plant immunity.	CAD1; CONSTITUTIVE ACTIVE DEFENSE 1; CONSTITUTIVELY ACTIVATED CELL DEATH 1; NECROTIC SPOTTED LESION 2; NSL2	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell death, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, immune response, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plant-type hypersensitive response, plasma membrane, pollen, pollen tube cell, regulation of salicylic acid metabolic process, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2172441	AT5G43930	AT5G43930.1	protein_coding	Encodes a WD40 repeat domain-containing protein which negatively regulates plant resistance to Phytophthoravpathogens by modulating the biosynthesis of endogenous jasmonic acid and salicylic acid.	RESISTANT TO PHYTOPHTHORA 5; RTP5	 L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, autophagy, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular membrane-bounded organelle, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532558220	AT3G04490	AT3G04490.2	protein_coding	Ran effector. XPO4 coordinates the nuclear accumulation of TOPLESS and TOPLESS-Related transcription corepressors, which plays a role in regulating salicylic acid-mediated defense feedback and modulating the strength of immunity induced by cpr5, a nucleoporin mutant.	XPO4	 cytoplasm, guard cell, nuclear export, nuclear export signal receptor activity, nuclear pore, protein binding, protein export from nucleus	false
Gene:6532555968	AT4G16890	AT4G16890.4	protein_coding	Encodes a Toll Interleukin1 receptor-nucleotide binding-Leu-  rich repeat-type resistance gene (TIR-NB-LRR-type) involved in the salicylic acid-dependent defense response pathway. Mutant plants constitutively express pathogenesis-related (PR) genes and are pathogen resistant. Resistance signaling in snc1 requires EDS1, MOS3 and PAD4.		 cytoplasm, ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NAD(P)+ nucleosidase activity, NAD+ nucleotidase, cyclic ADP-ribose generating, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular membrane-bounded organelle, leaf apex, leaf lamina base, mature plant embryo stage, nucleotide binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein binding, response to auxin, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, systemic acquired resistance, salicylic acid mediated signaling pathway, trichome, vascular leaf, vascular leaf senescent stage	false
Gene:2132302	AT4G02590	AT4G02590.1	protein_coding	Basic helix loop helix class transcriptional regulator. Shows ecotype specific effects on temperature dependent salicylic acid accumulation and immunity. Governs the competence of pericycle cells to initiate lateral root primordium formation.	BHLH059; PERICYCLE FACTOR TYPE-B 1; PFB1; UNE12; UNFERTILIZED EMBRYO SAC 12	 nucleus, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA polymerase II cis-regulatory region sequence-specific DNA binding, carpel, cauline leaf, collective leaf structure, cotyledon, double fertilization forming a zygote and endosperm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein dimerization activity, regulation of defense response, regulation of salicylic acid mediated signaling pathway, regulation of transcription by RNA polymerase II, regulation of transcription, DNA-templated, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2145953	AT5G33340	AT5G33340.1	protein_coding	Encodes a protein with aspartic protease activity (also known as aspartate-type endopeptidase activity). Overexpression of the gene was shown to lead to salicylic acid (SA)-mediated disease resistance upon exposure to the pathogen Pseudomonas syringae. Moreover, overexpression of this gene led to the upregulation of two pathogenesis-related genes PR1 and PR2. This upregulation was no longer observed in transgenic lines expressing the bacterial NahG gene encoding a hydroxylase suppressing SA accumulation.	CDR1; CONSTITUTIVE DISEASE RESISTANCE 1	 extracellular region, apoplast, aspartic-type endopeptidase activity, defense response to bacterium, embryo sac central cell, extracellular region, flower pedicel, flowering stage, plant embryo, plant embryo globular stage, regulation of hydrogen peroxide metabolic process, regulation of salicylic acid metabolic process	true
Gene:6532546698	AT4G23210	AT4G23210.5	protein_coding	Encodes a Cysteine-rich receptor-like kinase (CRK13).  Overexpression of CRK13 leads to hypersensitive response cell death, and induces defense against pathogens by causing increased accumulation of salicylic acid.		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, cauline leaf, collective leaf structure, cotyledon, defense response to bacterium, embryo sac central cell, extracellular region, flowering stage, guard cell, hypocotyl, kinase activity, petal, petal differentiation and expansion stage, plant-type hypersensitive response, plasma membrane, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, response to molecule of bacterial origin, sepal, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532555967	AT4G16890	AT4G16890.5	protein_coding	Encodes a Toll Interleukin1 receptor-nucleotide binding-Leu-  rich repeat-type resistance gene (TIR-NB-LRR-type) involved in the salicylic acid-dependent defense response pathway. Mutant plants constitutively express pathogenesis-related (PR) genes and are pathogen resistant. Resistance signaling in snc1 requires EDS1, MOS3 and PAD4.		 cytoplasm, ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NAD(P)+ nucleosidase activity, NAD+ nucleotidase, cyclic ADP-ribose generating, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular membrane-bounded organelle, leaf apex, leaf lamina base, mature plant embryo stage, nucleotide binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein binding, response to auxin, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, systemic acquired resistance, salicylic acid mediated signaling pathway, trichome, vascular leaf, vascular leaf senescent stage	false
Gene:2079893	AT3G52400	AT3G52400.1	protein_coding	syntaxin protein, involved in the negative regulation of defense pathways such as programmed cell death, salicylic acid signalling pathway, jasmonic acid signalling pathway	ATSYP122; SYNTAXIN OF PLANTS 122; SYP122	 plasma membrane, plasmodesma, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, SNAP receptor activity, SNARE binding, SNARE complex, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytosol, defense response to fungus, endomembrane system, exocytosis, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, intracellular protein transport, jasmonic acid mediated signaling pathway, leaf apex, leaf lamina base, membrane fusion, negative regulation of cellular defense response, negative regulation of programmed cell death, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, plasma membrane, plasmodesma, pollen, pollen tube cell, protein targeting to membrane, regulation of plant-type hypersensitive response, root, rosette leaf, salicylic acid mediated signaling pathway, sepal, shoot apex, stamen, stem, vascular leaf, vascular leaf senescent stage, vesicle docking, vesicle fusion	true
Gene:2162604	AT5G54250	AT5G54250.1	protein_coding	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.	ATCNGC4; CNGC4; CYCLIC NUCLEOTIDE-GATED CATION CHANNEL 4; DEFENSE, NO DEATH 2; DND2; HLM1	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calmodulin binding, carpel, cation transmembrane transporter activity, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, ion channel activity, leaf apex, leaf lamina base, mature plant embryo stage, membrane, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type hypersensitive response, pollen, seed, sepal, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2172088	AT5G54610	AT5G54610.1	protein_coding	Induced in response to Salicylic acid. Belongs to the ankyrin repeat protein family.	ANK; ANKYRIN; BDA1; BIAN DA 2 (BECOMING BIG IN CHINESE)	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, innate immune response, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, pollen, response to salicylic acid, seed, sepal, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:4515101887	AT4G19040	AT4G19040.2	protein_coding	Encodes a PH and START domain-containing protein that mediates resistance to pathogenic fungi. Resistance requires salicylic acid signalling. Mutants are resistant to E. cichoracearum. Expressed throughout plant tissues and possibly localized to membranes /mitochondrion.	EDR2; ENHANCED DISEASE RESISTANCE 2	 mitochondrion, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, endoplasmic reticulum membrane, endosome membrane, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, negative regulation of leaf senescence, petal, petal differentiation and expansion stage, petiole, phosphatidylinositol-4-phosphate binding, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, regulation of defense response to fungus, response to ethylene, response to salicylic acid, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532558977	AT4G02150	AT4G02150.2	protein_coding	Encodes IMPORTIN ALPHA 3. Mutant plants act as suppressors of snc1 response and salicylic acid accumulation. Located in the nucleus. Involved in protein import.		 cytoplasm, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NLS-bearing protein import into nucleus, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, defense response, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nuclear import signal receptor activity, nuclear localization sequence binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, protein import into nucleus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
