TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2133558	AT4G08500	AT4G08500.1	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19). Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002, 7(7):301. Mediates cold, salt, cadmium and wounding stress signalling. Phosphorylates MEK1.	ARAKIN; ATMEKK1; MAPK/ERK KINASE KINASE 1; MAPKKK8; MEKK1	 nucleus, cultured plant cell, DNA binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, MAPK cascade, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cultured plant cell, endosome, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase binding, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, protein autophosphorylation, protein binding, protein serine/threonine kinase activity, response to L-glutamate, response to cadmium ion, response to cold, response to osmotic stress, response to salt stress, response to wounding, root, root meristem growth, root system development, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532557754	AT5G50000	AT5G50000.2	protein_coding	Belongs to the Raf-like kinase subfamily of the mitogen-activated protein kinase kinase kinase (MAPKKK) family. Negatively regulates stomatal opening by negatively regulating plasma membrane H+-ATPase phosphorylation.	CBC2; CONVERGENCE OF BLUE LIGHT AND CO2 2	 ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plasmodesma, plastid, pollen, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, protein serine/threonine/tyrosine kinase activity, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532547808	AT1G63700	AT1G63700.2	protein_coding	Member of MEKK subfamily, a component of the stomatal development regulatory pathway.  Mutations in this locus result in embryo lethality.	EMB71; EMBRYO DEFECTIVE 71; YDA; YODA	 cytoplasm, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, cell cortex, collective leaf structure, cotyledon, cytoplasm, embryo development ending in seed dormancy, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence development, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein phosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal complex morphogenesis, suspensor development, vascular leaf, vascular leaf senescent stage	true
Gene:6532561502	AT1G54960	AT1G54960.2	protein_coding	member of MEKK subfamily		 cytoplasm, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, MAPK cascade, carpel, cauline leaf, collective leaf structure, cortical microtubule organization, cotyledon, cytokinesis by cell plate formation, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, obsolete activation of MAPKK activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein phosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3435466	AT1G53570	AT1G53570.1	protein_coding	Encodes a member of the MEKK subfamily that functions redundantly with MAPKKK3 to activate MPK3/6 downstream of multiple pattern recognition receptors and confer resistance to both bacterial and fungal pathogens.	MAP KINASE KINASE KINASE 3; MAP3KA; MAPKKK3; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, pattern recognition receptor signaling pathway, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of defense response to bacterium, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6530296383	AT1G53570	AT1G53570.5	protein_coding	Encodes a member of the MEKK subfamily that functions redundantly with MAPKKK3 to activate MPK3/6 downstream of multiple pattern recognition receptors and confer resistance to both bacterial and fungal pathogens.	MAP3KA; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, pattern recognition receptor signaling pathway, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of defense response to bacterium, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3702856	AT3G45640	AT3G45640.1	protein_coding	Encodes a mitogen-activated kinase whose mRNA levels increase in response to touch, cold, salinity stress and chitin oligomers.Also functions in ovule development. Heterozygous MPK3 mutants in a homozygous MPK6 background are female sterile due to defects in integument development. MPK3 can be dephosphorylated by MKP2 in vitro. The mRNA is cell-to-cell mobile.	ATMAPK3; ATMPK3; MITOGEN-ACTIVATED PROTEIN KINASE 3; MPK3	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase activity, abscisic acid-activated signaling pathway, camalexin biosynthetic process, carpel, cauline leaf, cell cortex, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence development, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, ovule primordium, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant ovule, plant ovule development, pollen, pollen development, pollen tube cell, pollen tube guidance, pollen-pistil interaction, priming of cellular response to stress, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, regulation of stomatal complex development, regulation of stomatal complex patterning, response to L-glutamate, response to UV-B, response to bacterium, response to chitin, response to cold, response to freezing, response to osmotic stress, response to oxidative stress, response to wounding, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2133528	AT4G08470	AT4G08470.1	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002, 7(7):301.	MAPK/ERK KINASE KINASE 3; MAPKKK10; MEKK3	 cytoplasm, ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein kinase activity, protein phosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532547036	AT1G53570	AT1G53570.6	protein_coding	Encodes a member of the MEKK subfamily that functions redundantly with MAPKKK3 to activate MPK3/6 downstream of multiple pattern recognition receptors and confer resistance to both bacterial and fungal pathogens.		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, pattern recognition receptor signaling pathway, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of defense response to bacterium, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2092889	AT3G13530	AT3G13530.1	protein_coding	MAP3K epsilon protein kinase 1 is functionally redundant with MAP3Ke2. Required  for pollen development but not essential. map3ke1;map3ke2 double-mutant pollen grains develop plasma membrane irregularities following  pollen mitosis I. Localized primarily in the plasma membrane. Expressed in leaf trichomes, root columella cells and developing ovules.	MAP3K EPSILON PROTEIN KINASE; MAP3KE1; MAPKKK7; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7	 protein phosphorylation, columella root cap cell, columella root cap initial cell, cytosol, guard cell, inner integument, leaf margin, leaf trichome, nucleolus, outer integument, ovule development stage, plasma membrane, plasma membrane organization, pollen development, protein autophosphorylation, protein binding, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, regulation of cell division, regulation of embryonic development, regulation of extent of cell growth, regulation of unidimensional cell growth, rosette leaf	false
Gene:6532550422	AT4G12020	AT4G12020.5	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002,7(7):301. Co-regulates with DSC1  basal levels of immunity to root-knot nematodes.		 chloroplast, ADP binding, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast envelope, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	false
Gene:6532556218	AT4G26070	AT4G26070.4	protein_coding	Member of MAP Kinase Kinase.  Likely functions in a stress-activated MAPK pathway. Can phosphorylate the MAPK AtMPK4, in response to stress. Gets phosphorylated by MEKK1 in response to wounding.		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase activity, MAPK cascade, NOT response to hydrogen peroxide, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, defense response to bacterium, defense response to other organism, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen-pistil interaction, protein binding, protein phosphorylation, response to hydrogen peroxide, response to molecule of bacterial origin, response to water deprivation, response to wounding, root, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2147709	AT5G20100	AT5G20100.1	protein_coding	Tightly connected with MAPK signaling to fine-tune stomatal production and patterning.	MAPK SUBSTRATES IN THE STOMATAL LINEAGE 3 2; MASS3	 biological process unknown, epidermis, molecular function unknown, plasma membrane, stomatal complex	true
Gene:6532562968	AT3G18040	AT3G18040.5	protein_coding	Encodes a protein with similarity to MAP kinases (MAPK9).Expressed preferentially in guard cells and appears to be involved in reactive oxygen species mediated ABA signaling.		 ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, MAP kinase activity, abscisic acid-activated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2080456	AT3G59790	AT3G59790.1	protein_coding	Encodes a member of the MAP Kinase family. Thought to be a pseuedogene, MAPK10 is expressed very transiently during germination and in the leaf tips/hydathodes. Loss of function mutations are late flowering in long days and exhibit abnormal patterning of cotyledon veins. MPK10 interacts with and may be regulated by MPKK2 another map kinase.	ATMPK10; MAP KINASE 10; MPK10	 nucleus, MAP kinase activity, auxin transport, cotyledon vascular system, cytoplasm, intracellular signal transduction, nucleus, plant embryo globular stage, protein binding, protein phosphorylation, protein serine/threonine kinase activity, seedling cotyledon, shoot system, signal transduction, vascular leaf, xylem and phloem pattern formation	false
Gene:2084192	AT3G01490	AT3G01490.1	protein_coding	Belongs to the Raf-like kinase subfamily of the mitogen-activated protein kinase kinase kinase (MAPKKK) family. Negatively regulates stomatal opening by negatively regulating plasma membrane H+-ATPase phosphorylation.	CBC1; CONVERGENCE OF BLUE LIGHT AND CO2	 ATP binding, LP.06 six leaves visible stage, carpel, cauline leaf, collective leaf structure, cytoplasm, cytosol, flowering stage, guard cell, leaf apex, petal differentiation and expansion stage, plasma membrane, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, protein serine/threonine/tyrosine kinase activity, rosette leaf, sepal, stamen, stem, vascular leaf	true
