TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6530297463	AT4G20910	AT4G20910.2	protein_coding	Encodes an enhancer of hua1 and hua2 tha acts to specify reproductive organ identities and to repress A gene function. HEN1 also shares AG's non-homeotic function in controlling floral determinacy.  Mutants display corymb-like inflorescences.  HEN1 is a methyltransferase that methylates miRNAs and siRNAs on the ribose of the last nucleotide.  The 3'-end methylation probably protects the 3' ends of the small RNAs from uridylation.	HEN1; HUA ENHANCER 1	 cytoplasm, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, O-methyltransferase activity, RNA methyltransferase activity, RNAi-mediated antiviral immune response, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf proximal/distal pattern formation, leaf vascular tissue pattern formation, mature plant embryo stage, miRNA-mediated gene silencing by mRNA destabilization, nucleus, petal, petal differentiation and expansion stage, petiole, piRNA metabolic process, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, production of miRNAs involved in gene silencing by miRNA, production of siRNA involved in RNA interference, regulation of flower development, root, seed, sepal, shoot apex, shoot system, specification of floral organ identity, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532557394	AT2G39740	AT2G39740.3	protein_coding	Encodes HESO1 (HEN1 suppressor 1), a terminal nucleotidyl transferase that uridylates miRNAs and siRNAs at 3&#8242; end. HESO1-mediated 3&#8242; uridylation destabilizes small RNAs in hen1.		 cytoplasm, RNA 3' uridylation, RNA 3'-end processing, RNA uridylyltransferase activity, cytoplasm, guard cell, nucleotidyltransferase activity, nucleus, regulation of gene silencing by miRNA	true
Gene:2133113	AT4G20910	AT4G20910.1	protein_coding	Encodes an enhancer of hua1 and hua2 tha acts to specify reproductive organ identities and to repress A gene function. HEN1 also shares AG's non-homeotic function in controlling floral determinacy.  Mutants display corymb-like inflorescences.  HEN1 is a methyltransferase that methylates miRNAs and siRNAs on the ribose of the last nucleotide.  The 3'-end methylation probably protects the 3' ends of the small RNAs from uridylation.	CORYMBOSA 2; CRM2; HEN1; HUA ENHANCER 1	 cytoplasm, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, O-methyltransferase activity, RNA methyltransferase activity, RNAi-mediated antiviral immune response, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf proximal/distal pattern formation, leaf vascular tissue pattern formation, mature plant embryo stage, miRNA-mediated gene silencing by mRNA destabilization, nucleus, petal, petal differentiation and expansion stage, petiole, piRNA metabolic process, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, production of miRNAs involved in gene silencing by miRNA, production of siRNA involved in RNA interference, regulation of flower development, root, seed, sepal, shoot apex, shoot system, specification of floral organ identity, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2184117	AT5G10140	AT5G10140.1	protein_coding	MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin. Both maternal and paternal alleles are reset by vernalization, but their earliest activation differs in timing and location. Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3? to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.	AGAMOUS-LIKE 25; AGL25; FLC; FLF; FLOWERING LOCUS C; FLOWERING LOCUS F; REDUCED STEM BRANCHING 6; RSB6	 nucleus, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding, anther, collective leaf structure, cotyledon, floral meristem determinacy, flower, guard cell, hypocotyl, integument, negative regulation of flower development, nucleus, petal differentiation and expansion stage, plant embryo, plant embryo cotyledonary stage, portion of meristem tissue, positive regulation of transcription by RNA polymerase II, protein binding, protein dimerization activity, protein-containing complex, regulation of circadian rhythm, regulation of transcription by RNA polymerase II, response to temperature stimulus, root, root tip, seed, seed dormant stage, seed germination stage, sepal, shoot apex, transcription cis-regulatory region binding, vernalization response	true
Gene:6532550282	AT2G39740	AT2G39740.2	protein_coding	Encodes HESO1 (HEN1 suppressor 1), a terminal nucleotidyl transferase that uridylates miRNAs and siRNAs at 3&#8242; end. HESO1-mediated 3&#8242; uridylation destabilizes small RNAs in hen1.		 cytoplasm, RNA 3' uridylation, RNA 3'-end processing, RNA uridylyltransferase activity, cytoplasm, guard cell, nucleotidyltransferase activity, nucleus, regulation of gene silencing by miRNA	true
Gene:2089074	AT3G17310	AT3G17310.1	protein_coding	Encodes DRM3 (Domains Rearranged Methyltransferase3), a catalytically mutated paralog of the cytosine methyltransferase DRM2. Despite being catalytically mutated, DRM3 is required for normal maintenance of non-CG DNA methylation, establishment of RNA-directed DNA methylation triggered by repeat sequences and accumulation of repeat-associated small RNAs.	ATDRM3; DOMAINS REARRANGED METHYLTRANSFERASE 3; DRM3	 nucleus, DNA methylation, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532553976	AT1G24706	AT1G24706.6	protein_coding	Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis.	EMB2793; EMBRYO DEFECTIVE 2793; THO2	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, THO complex, THO complex part of transcription export complex, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA export from nucleus, mRNA processing, mature plant embryo stage, miRNA transport, nuclear speck, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, production of miRNAs involved in gene silencing by miRNA, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1944726	ACL2	ACL2	unknown	Loss of function mutants have reduced internode length. Maps within a region on chr 1 where there is a one nucleotide substitution from G in wild-type plants to A in acl2 mutant plants was detected at 21872231 on the AGI map between now obsolete locus AT1G59535 and AT1G59540.  Bidirectional non-coding RNAs are transcribed from the ACL2 locus, and small RNAs are generated from them in flower stalks.	ACAULIS 2; ACL2	 cellular component unknown, molecular function unknown, unidimensional cell growth, cellular component unknown, molecular function unknown, unidimensional cell growth	false
Gene:6532547068	AT3G17310	AT3G17310.3	protein_coding	Encodes DRM3 (Domains Rearranged Methyltransferase3), a catalytically mutated paralog of the cytosine methyltransferase DRM2. Despite being catalytically mutated, DRM3 is required for normal maintenance of non-CG DNA methylation, establishment of RNA-directed DNA methylation triggered by repeat sequences and accumulation of repeat-associated small RNAs.		 DNA methylation, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532553978	AT1G24706	AT1G24706.4	protein_coding	Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis.	EMB2793; EMBRYO DEFECTIVE 2793; THO2	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, THO complex, THO complex part of transcription export complex, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA export from nucleus, mRNA processing, mature plant embryo stage, miRNA transport, nuclear speck, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, production of miRNAs involved in gene silencing by miRNA, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2826041	AT1G24706	AT1G24706.1	protein_coding	Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis.	ATTHO2; EMB2793; EMBRYO DEFECTIVE 2793; THO2	 nucleus, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, THO complex, THO complex part of transcription export complex, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA export from nucleus, mRNA processing, mature plant embryo stage, miRNA transport, nuclear speck, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, production of miRNAs involved in gene silencing by miRNA, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532553977	AT1G24706	AT1G24706.5	protein_coding	Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis.	EMB2793; EMBRYO DEFECTIVE 2793; THO2	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, THO complex, THO complex part of transcription export complex, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA export from nucleus, mRNA processing, mature plant embryo stage, miRNA transport, nuclear speck, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, production of miRNAs involved in gene silencing by miRNA, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532553979	AT1G24706	AT1G24706.3	protein_coding	Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis.	EMB2793; EMBRYO DEFECTIVE 2793; THO2	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, THO complex, THO complex part of transcription export complex, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA export from nucleus, mRNA processing, mature plant embryo stage, miRNA transport, nuclear speck, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, production of miRNAs involved in gene silencing by miRNA, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6530296253	AT1G24706	AT1G24706.2	protein_coding	Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis. Mutations in THO have severe developmental defects and affect the production of several different classes of small RNAs indicating a broader role in small RNA biosynthesis.	EMB2793; EMBRYO DEFECTIVE 2793; THO2	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, THO complex, THO complex part of transcription export complex, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA export from nucleus, mRNA processing, mature plant embryo stage, miRNA transport, nuclear speck, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, production of miRNAs involved in gene silencing by miRNA, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:5019474476	AT5G10140	AT5G10140.3	protein_coding	MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin. Both maternal and paternal alleles are reset by vernalization, but their earliest activation differs in timing and location. Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3? to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.	AGAMOUS-LIKE 25; AGL25; FLC; FLF; FLOWERING LOCUS C; FLOWERING LOCUS F; REDUCED STEM BRANCHING 6; RSB6	 nucleus, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding, anther, collective leaf structure, cotyledon, floral meristem determinacy, flower, guard cell, hypocotyl, integument, negative regulation of flower development, nucleus, petal differentiation and expansion stage, plant embryo, plant embryo cotyledonary stage, portion of meristem tissue, positive regulation of transcription by RNA polymerase II, protein binding, protein dimerization activity, protein-containing complex, regulation of circadian rhythm, regulation of transcription by RNA polymerase II, response to temperature stimulus, root, root tip, seed, seed dormant stage, seed germination stage, sepal, shoot apex, transcription cis-regulatory region binding, vernalization response	true
