TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2162478	AT5G22650	AT5G22650.1	protein_coding	Encodes a member of a plant-specific class of histone deacetylases. Controls the development of adaxial/abaxial leaf polarity. Its mRNA is widely expressed in stems, leaves, flowers and young siliques. Plant lines expressing RNAi constructs directed against this gene showed a marked reduction in agrobacterium-mediated root transformation.	ARABIDOPSIS HISTONE DEACETYLASE 2; ATHD2; ATHD2B; HD2; HD2B; HDA4; HDT02; HDT2; HISTONE DEACETYLASE 2; HISTONE DEACETYLASE 2B	 cell wall, nucleolus, nucleus, vacuolar membrane, cultured plant cell, DNA mediated transformation, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell wall, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, histone deacetylase activity, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, negative regulation of transcription, DNA-templated, nucleolus, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, polarity specification of adaxial/abaxial axis, pollen, protein binding, root, root development, root meristem, rosette leaf, seed, seed dormancy process, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vascular leaf, vascular leaf senescent stage	true
Gene:3442500	AT5G55910	AT5G55910.1	protein_coding	Member of AGC VIIIa Kinase family. D6PK is a protein kinase involved that plays a role in polar auxin transport. Most likely acts redundantly with the related proteins: D6PKL1,D6PKL2,and D6PKL3. PIN1 is a target of D6PK phosphorylation. D6PK is associated with sterol enriched membrane rafts and may be involved in regulation of the switch from basal to planar polarity during root hair initiation. Involved in pulse-induced phototropism but also for time-dependent second positive phototropism. Works with PIN3 in the same genetic pathway of hypocotyl phototropism under all light conditions. Involved in the generation of auxin asymmetrical distribution induced by phototropic stimulation.	AGC VIIIA KINASE 1-1; AGC1-1; D6 PROTEIN KINASE; D6PK	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, basal plasma membrane, basipetal auxin transport, carpel, cauline leaf, cell periphery, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, gravitropism, guard cell, hypocotyl, inflorescence meristem, kinase activity, lateral root cap, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatidic acid binding, phosphatidylinositol phosphate binding, phosphatidylinositol-3,4,5-trisphosphate binding, phosphatidylinositol-3,5-bisphosphate binding, phosphatidylinositol-3-phosphate binding, phosphatidylinositol-4,5-bisphosphate binding, phosphatidylinositol-4-phosphate binding, phosphatidylinositol-5-phosphate binding, phototropism, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein kinase activity, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, regulation of establishment of cell polarity, root, root cortex, root epidermis, root hair initiation, root stele, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2020341	AT1G17140	AT1G17140.1	protein_coding	Encodes a ROP/RAC effector, designated interactor of constitutive active ROPs 1 (ICR1), that interacts with GTP-bound ROPs. ICR1 is a scaffold mediating formation of protein complexes that are required for cell polarity.  ICR1 is comprised of coiled-coil domains and forms complexes with itself and the exocyst vesicle-tethering complex subunit SEC3.	ICR1; INTERACTOR OF CONSTITUTIVELY ACTIVE ROP 1; RIP1; ROP INTERACTIVE PARTNER 1	 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube tip, regulation of auxin polar transport, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532546700	AT2G35630	AT2G35630.2	protein_coding	Member of the MAP215 family of microtubule-associated proteins required to establish interphase arrays of cortical microtubules.Mutants have defects in cytokinesis during pollen development. Vegetative phenotypes observed in temperature sensitive mutants include left-handed organ twisting, isotropic cell expansion and impairment of root hair polarity.The mRNA is cell-to-cell mobile.		 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell plate formation involved in plant-type cell wall biogenesis, cell-to-cell mobile RNA, centrosome, collective leaf structure, cortical microtubule cytoskeleton, cotyledon, cytokinesis by cell plate formation, establishment or maintenance of microtubule cytoskeleton polarity, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinetochore, leaf apex, leaf lamina base, mature plant embryo stage, microtubule, microtubule binding, microtubule cytoskeleton organization, microtubule plus end polymerase, microtubule plus-end, microtubule polymerization, mitotic spindle organization, nucleus, petal, petal differentiation and expansion stage, petiole, phragmoplast, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, pollen tube cell, preprophase band, root, seed, sepal, shoot apex, shoot system, spindle, spindle pole, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532560536	AT1G23420	AT1G23420.2	protein_coding	Essential for formation and asymmetric growth of the ovule outer integument. Member of the YABBY protein family of putative transcription factors that contain apparent Cys(2)-Cys(2) zinc-finger domains and regions of similarity to the high mobility group (HMG) transcription factors. INO may be required for polarity determination in the central part of the ovule.		 nucleus, DNA-binding transcription factor activity, cell fate commitment, collective leaf structure, flower, flower pedicel, flowering stage, multicellular organism development, nucleus, ovule primordium, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plant ovule development, polarity specification of adaxial/abaxial axis, protein binding, sepal	true
Gene:2083282	AT3G52770	AT3G52770.1	protein_coding	ZPR3 is a small-leucine zipper containing protein that is involved in the establishment of leaf polarity.	LITTLE ZIPPER 3; ZPR3	 adaxial/abaxial axis specification, central zone, guard cell, leaf shaping, leaf vascular tissue pattern formation, meristem maintenance, negative regulation of DNA-binding transcription factor activity, nucleus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, protein binding, regulation of meristem growth, shoot apex	true
Gene:2199361	AT1G68310	AT1G68310.1	protein_coding	Encodes a protein that has been shown to specifically interact with a sequence motif, PIEPPPHH, in the cytoplasmic tail of a membrane protein that directs the protein from the ER to vacuoles where it is internalized.  Required for both leaf adaxial–abaxial polarity formation  and normal cell proliferation. It is part of a protein complex with CIA1, NAR1, and MET18, which are highly conserved in eukaryotes and are involved in the biogenesis of cytosolic and nuclear Fe-S proteins.	AE7; AS1/2 ENHANCER7	 nucleus, DNA metabolic process, guard cell, intrachromosomal DNA recombination, iron-sulfur cluster assembly, nucleus, polarity specification of adaxial/abaxial axis, positive regulation of response to DNA damage stimulus, protein maturation by [4Fe-4S] cluster transfer, regulation of cell cycle, regulation of cell population proliferation, vacuolar sorting signal binding	true
Gene:2175558	AT5G57090	AT5G57090.1	protein_coding	Encodes an auxin efflux carrier that is similar to bacterial membrane transporters. Root-specific role in the transport of auxin. Acts downstream of CTR1 and ethylene biosynthesis, in the same pathway as EIN2 and AUX1, and independent from EIN3 and EIN5/AIN1 pathway. In the root, the protein localizes apically in epidermal and lateral root cap cells and predominantly basally in cortical cells. Functions may be regulated by phosphorylation status. EIR1 expression is induced by brassinolide treatment in the brassinosteroid-insensitive br1 mutant. Gravistimulation results in asymmetric PIN2 distribution, with more protein degraded at the upper side of the gravistimulated root. Membrane sterol composition is essential for the acquisition of  PIN2 polarity. Its expression is downregulated at hypoxic conditions. RAP2.12 overexpression inhibits this downregulation.	AGR; AGR1; AGRAVITROPIC ROOT; AGRAVITROPIC ROOT 1; ARABIDOPSIS THALIANA PIN-FORMED 2; ATPIN2; EIR1; ETHYLENE INSENSITIVE ROOT 1; MM31; PIN-FORMED 2; PIN2; WAV6; WAVY ROOTS 6	 auxin efflux, auxin efflux transmembrane transporter activity, auxin homeostasis, auxin polar transport, basal plasma membrane, chloroplast, endoplasmic reticulum, lytic vacuole, plasma membrane, positive gravitropism, primary root apical meristem, protein binding, response to auxin, response to ethylene, response to glucose, response to hypoxia, root, root hair cell, root tip, transmembrane transport	true
Gene:3433774	AT1G23420	AT1G23420.1	protein_coding	Essential for formation and asymmetric growth of the ovule outer integument. Member of the YABBY protein family of putative transcription factors that contain apparent Cys(2)-Cys(2) zinc-finger domains and regions of similarity to the high mobility group (HMG) transcription factors. INO may be required for polarity determination in the central part of the ovule.	INNER NO OUTER; INO	 nucleus, DNA-binding transcription factor activity, cell fate commitment, collective leaf structure, flower, flower pedicel, flowering stage, multicellular organism development, nucleus, ovule primordium, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plant ovule development, polarity specification of adaxial/abaxial axis, protein binding, sepal	true
Gene:2161157	AT5G61480	AT5G61480.1	protein_coding	Encodes PXY, a receptor-like kinase essential for maintaining polarity during plant vascular-tissue development.	PHLOEM INTERCALATED WITH XYLEM; PXY; TDIF RECEPTOR; TDR	 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cambium, carpel, cauline leaf, cell division, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, phloem or xylem histogenesis, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, procambium histogenesis, protein binding, protein phosphorylation, protein serine kinase activity, root, secondary shoot formation, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, xylem development	false
Gene:2058738	AT2G35630	AT2G35630.1	protein_coding	Member of the MAP215 family of microtubule-associated proteins required to establish interphase arrays of cortical microtubules.Mutants have defects in cytokinesis during pollen development. Vegetative phenotypes observed in temperature sensitive mutants include left-handed organ twisting, isotropic cell expansion and impairment of root hair polarity. The mRNA is cell-to-cell mobile.	GEM1; MICROTUBULE ORGANIZATION 1; MOR1	 nucleus, plasmodesma, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell plate formation involved in plant-type cell wall biogenesis, cell-to-cell mobile RNA, centrosome, collective leaf structure, cortical microtubule cytoskeleton, cotyledon, cytokinesis by cell plate formation, establishment or maintenance of microtubule cytoskeleton polarity, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinetochore, leaf apex, leaf lamina base, mature plant embryo stage, microtubule, microtubule binding, microtubule cytoskeleton organization, microtubule plus end polymerase, microtubule plus-end, microtubule polymerization, mitotic spindle organization, nucleus, petal, petal differentiation and expansion stage, petiole, phragmoplast, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, pollen tube cell, preprophase band, root, seed, sepal, shoot apex, shoot system, spindle, spindle pole, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2101654	AT3G44750	AT3G44750.1	protein_coding	Encodes a histone deacetylase. Controls the development of adaxial/abaxial leaf polarity. Two lines with RNAi-directed against this gene show reduced Agrobacterium-mediated DNA transformation of the roots. Involved in development of the vascular tissue of the stem by affecting cell proliferation and differentiation.	ATHD2A; HD2A; HDA3; HDT1; HISTONE DEACETYLASE 2A; HISTONE DEACETYLASE 3	 nucleolus, nucleus, DNA mediated transformation, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, histone deacetylase activity, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of transcription, DNA-templated, nucleolus, nucleus, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, polarity specification of adaxial/abaxial axis, protein binding, root, root development, seed, seed dormancy process, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2171426	AT5G16560	AT5G16560.1	protein_coding	Encodes a KANADI protein (KAN) that regulates organ polarity in Arabidopsis. KAN is required for abaxial identity in both leaves and carpels, and  encodes a nuclear-localized protein in the GARP family of putative  transcription factors. Together with KAN2, this gene appears to be involved in the development of the carpel and the outer integument of the ovule.Along with KAN2 and KAN4, KAN1 appears to be required for proper regulation of PIN1 in early embryogenesis.	KAN; KAN1; KANADI; KANADI 1	 nucleus, DNA-binding transcription factor activity, abaxial cell fate specification, adaxial/abaxial axis specification, carpel, carpel development, carpel primordium, cotyledon primordium, flower, flowering stage, guard cell, mature plant embryo stage, nectary, nucleus, petal differentiation and expansion stage, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant organ morphogenesis, plant ovule development, polarity specification of adaxial/abaxial axis, pollen, protein binding, radial pattern formation, regulation of transcription, DNA-templated, root, seed, stamen, stem, transcription cis-regulatory region binding, xylem and phloem pattern formation	true
Gene:2057644	AT2G33800	AT2G33800.1	protein_coding	Encodes SCABRA1 (SCA1), a nuclear gene encoding a plastid-type ribosomal protein that functions &#8232;as a structural component of the 70S plastid ribosome. The sca1-rps5 allele exhibits  defects in plastid 16SrRNA processing and a resulting decrease in accumulation of photosynthetic proteins. Loss-of-function mutations enhance the polarity defects of the as2 mutants.	EMB3113; EMBRYO DEFECTIVE 3113; PLASTID  RIBOSOMAL  PROTEIN   OF  THE  30S  SUBUNIT 5; PRPS5; RIBOSOMAL PROTEIN S5; RPS5; SCA1; SCABRA 1	 chloroplast, chloroplast stroma, nucleus, thylakoid, chloroplast thylakoid, chloroplast thylakoid membrane, response to cadmium ion, fruit, cotyledon, vascular leaf, cultured plant cell, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, adaxial/abaxial pattern specification, carpel, cauline leaf, chloroplast, chloroplast rRNA processing, chloroplast stroma, chloroplast thylakoid, chloroplast thylakoid membrane, collective leaf structure, cotyledon, cultured plant cell, endoplasmic reticulum, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, mitochondrial small ribosomal subunit, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid translation, pollen, response to cadmium ion, response to cold, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, structural constituent of ribosome, thylakoid, translation, vascular leaf, vascular leaf senescent stage	true
Gene:3689287	AT1G69270	AT1G69270.1	protein_coding	RPK1 is a leucine-rich receptor-like kinase located in the plasma membrane which is upregulated by abscisic acid, dehydration, high salt, low temperature, but not by other plant hormones. RPK1 knock-out and antisense plants show an ABA-insensitive phenotype. RPK1 plays a role in ABA-controlled cell proliferation and is a regulator of the ABA signal transduction pathway. Overexpression of the LRR domain has a dominant negative effect on RPK1. Mutations in RPK1 uncouple cotyledon anlagen and primordia by modulating epidermal cell shape and polarity.	ATRPK1; RECEPTOR-LIKE PROTEIN KINASE 1; RPK1	 extracellular region, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, abscisic acid-activated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, embryonic meristem development, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, longitudinal axis specification, mature plant embryo stage, peroxisome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant ovule, plasma membrane, pollen, protein binding, protein kinase activity, protein phosphorylation, protein serine kinase activity, radial axis specification, response to abscisic acid, response to cold, response to salt stress, response to water deprivation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
